Unnamed: 0,Title,Content,Translated_Content
741,Amanda Crew,"Amanda Catherine Crew (born June 5, 1986) is a Canadian actress.  She is best known for portraying Monica Hall on the HBO sitcom ""Silicon Valley"" (2014–present).  Following her film debut in ""Final Destination 3"" (2006), she had lead roles as Felicia Alpine in ""Sex Drive"" (2008) and Tess Carroll in ""Charlie St. Cloud"" (2010), as well as Carrie Miller on the television series ""Whistler"".",امندا کیتھرین کرو (پیدائش 5 جون ، 1986) ایک کینیڈین اداکارہ ہیں۔ وہ ایچ بی او کے سٹک مووی سیلیکن ویلی میں مونیکا ہال کی حیثیت سے مشہور ہیں۔ فلم فائنل ڈسٹینشن 3 (2006 میں ان کی پہلی فلم کے بعد ، اس نے سیکس ڈرائیو (2008) میں فیلشیا الپائن اور ٹیز کیرول کے طور پر مرکزی کردار ادا کیے چارلی سینٹ کلاؤڈ (2010 میں) ، اور ٹیلی ویژن سیریز وہسلر میں کیری ملر۔
742,Britt Ekland,"Britt Ekland (born Britt-Marie Eklund; October 6, 1942) is a Swedish actress and singer.  She appeared in numerous films in her heyday throughout the 1960s and 1970s, including critically acclaimed roles in William Friedkin's ""The Night They Raided Minsky's"" (1968), and the British crime film ""Get Carter"" (1971), which established her as a movie sex symbol.  She also starred in the British cult horror film ""The Wicker Man"" (1973) and appeared as a Bond girl in ""The Man with the Golden Gun"" (1974).",برٹ-ماری ایکلینڈ (پیدائش: 6 اکتوبر ، 1942) ایک سویڈش اداکارہ اور گلوکارہ ہیں۔ وہ 1960 اور 1970 کی دہائی میں اپنے عروج کے دوران متعدد فلموں میں نمودار ہوئی ، بشمول ولیم فریڈکن کی فلم دی نائٹ وہ مینسکی پر چھاپہ مارتے ہیں (1968) ، اور برطانوی کرائم فلم گیٹ کارٹر (1971) ، جس نے اسے فلمی جنسی علامت کے طور پر قائم کیا۔ اس نے برطانوی فرقہ وارانہ ہارر فلم دی وکر مین (1973) میں بھی اداکاری کی اور گولڈن گن کے ساتھ آدمی (1974) میں بانڈ گرل کے طور پر نمودار ہوئی۔
743,Libido,"Libido ( ), colloquially known as sex drive, is a person's overall sexual drive or desire for sexual activity.  Sex drive is influenced by biological, psychological and social factors.  Biologically, the sex hormones and associated neurotransmitters that act upon the nucleus accumbens (primarily testosterone and dopamine, respectively) regulate libido in humans.  Social factors, such as work and family, and internal psychological factors, like personality and stress, can affect libido.  Sex drive can also be affected by medical conditions, medications, lifestyle and relationship issues, and age (e.g., puberty).  A person who has extremely frequent or a suddenly increased sex drive may be experiencing hypersexuality, while the opposite condition is hyposexuality.",جنسی خواہش (لیبڈو) ایک شخص کی مجموعی جنسی خواہش یا جنسی سرگرمی کی خواہش ہے۔ جنسی خواہش حیاتیاتی ، نفسیاتی اور معاشرتی عوامل سے متاثر ہوتی ہے۔ حیاتیاتی طور پر ، جنسی ہارمونز اور اس سے وابستہ نیورو ٹرانسمیٹر جو نیوکلیئس اکومبینس پر کام کرتے ہیں (بنیادی طور پر ٹیسٹوسٹیرون اور ڈوپامین) انسانوں میں جنسی خواہش کو منظم کرتے ہیں۔ سماجی عوامل ، جیسے کام اور خاندان ، اور اندرونی نفسیاتی عوامل ، جیسے شخصیت اور دباؤ ، جنسی خواہش کو متاثر کرسکتے ہیں۔ جنسی خواہش طبی حالات ، ادویات ، طرز زندگی اور تعلقات کے مسائل ، اور عمر (مثال کے طور پر ، بلوغت) سے بھی متاثر ہوسکتی ہے۔
744,Erotic plasticity,"Erotic plasticity is the degree to which one's sex drive can be changed by cultural or social factors.  Someone has ""high erotic plasticity"" when their sex drives can be affected by situational, social and cultural influences, whereas someone with “low erotic plasticity” has a sex drive that is relatively rigid and unsusceptible to change.  Since social psychologist Roy Baumeister coined the term in 2000, only two studies directly assessing erotic plasticity have been completed as of 2010 .","""ایروٹک پلاسٹائٹی (انگریزی: Erotic plasticity) ایک اصطلاح ہے جو جنسی خواہش کو ثقافتی یا سماجی عوامل کی طرف سے تبدیل کیا جا سکتا ہے، جس میں کسی شخص کو """"اعلی شہوانی، شہوت انگیز پلاسٹائٹی"""" ہے جب ان کی جنسی خواہش حالات، سماجی اور ثقافتی اثرات سے متاثر ہوسکتی ہے، جبکہ کسی شخص کے ساتھ """"کم شہوانی، شہوت انگیز پلاسٹائٹی"""" ایک جنسی خواہش ہے جو نسبتا سخت اور تبدیل کرنے کے قابل نہیں ہے."""
745,Carolyn McMaster,"Carolyn McMaster is a Canadian film producer and president of CHAOS a film company.  Her most recent production is the romantic comedy ""Chokeslam"" starring Chris Marquette and Amanda Crew with wrestling icon Mick Foley.  In 2013 the thriller ""Ferocious"" starring Amanda Crew and Kim Coates was released.  In 2008 ""Walk All Over Me"" starring Tricia Helfer and Leelee Sobieski premiered at the Toronto International Film Festival where it was acquired by the Weinstein Company;.  McMaster has also directed numerous documentaries worldwide.","""کارولین میک ماسٹر ایک کینیڈین فلم پروڈیوسر اور فلم کمپنی کیوس کی صدر ہیں۔ ان کی تازہ ترین پروڈکشن رومانٹک کامیڈی """"چوکسلم"""" ہے جس میں کرس مارکٹ اور امانڈا کروز نے ریسلنگ آئکن میک فولی کے ساتھ اداکاری کی ہے۔ 2013 میں ، اس نے ایک تھرلر """"فروشیئس"""" ریلیز کیا جس میں امانڈا کروز اور کیم کوٹس نے اداکاری کی۔ 2008 میں ، ٹریسیا ہیلفر اور لیلی سوبیسکی نے اداکاری کی """"آل اوور می"""" کا پریمیئر ٹورنٹو انٹرنیشنل فلم فیسٹیول میں ہوا جہاں اسے وائن اسٹائن کمپنی نے حاصل کیا۔"""
746,Sex Pot (2009 film),"Sex Pot is a 2009 direct to DVD sex comedy film produced by The Asylum and written and directed by Eric Forsberg.  Two versions were released: 3D and regular.  Both versions were released simultaneously.  Other than the 3D element both versions are identical.  Set during one long day and night, two 18-year-old potheads, both high school seniors, find a stash of marijuana that makes the human sex drive go crazy.",سیکس پوٹ (انگریزی: Sex Pot) ایک 2009 کی براہ راست ڈی وی ڈی جنسی مزاحیہ فلم ہے جو دی اسائلم کے ذریعہ تیار کی گئی ہے اور ایرک فورسبیرگ نے لکھی اور ہدایت کی ہے۔ اس کے دو ورژن جاری کیے گئے ہیں: 3D اور باقاعدہ۔ دونوں ورژن ایک ہی وقت میں جاری کیے گئے تھے۔ 3D عنصر کے علاوہ دونوں ورژن ایک ہی ہیں۔ ایک طویل دن اور رات کے دوران ، دو 18 سالہ پوٹ ہیڈ ، دونوں ہائی اسکول کے سینئر ، چرس کا ایک ذخیرہ تلاش کرتے ہیں۔
747,Sex Drive (film),"Sex Drive is a 2008 sex comedy film about a high school graduate who goes on a road trip to have sex with a girl he met online.  It is based on the young adult novel ""All the Way"" by American author Andy Behrens.  The film was directed by Sean Anders, and stars Josh Zuckerman, Amanda Crew, Clark Duke, Seth Green, and James Marsden, while Katrina Bowden, Alice Greczyn, Michael Cudlitz, Dave Sheridan, and David Koechner appear in supporting roles.  It was released in North America on October 17, 2008, and in the United Kingdom on January 9, 2009.",سیکس ڈرائیو ایک 2008 کی جنسی مزاحیہ فلم ہے جو ایک ہائی اسکول کے گریجویٹ کے بارے میں ہے جو ایک آن لائن لڑکی سے ملنے کے لئے ایک روڈ ٹرپ پر جاتا ہے۔ یہ امریکی مصنف اینڈی بیہرنز کے ناول آل دی وے پر مبنی ہے۔ فلم کی ہدایت کاری شان اینڈرس نے کی تھی ، اور اس میں جوش زکر مین ، امانڈا کریو ، کلارک ڈیوک ، سیٹھ گرین ، اور جیمز مارسڈن اداکاری کر رہے ہیں۔ جبکہ کترینہ باؤڈن ، ایلس گریسن ، مائیکل سیڈلیٹز ، ڈیو شیریڈن اور ڈیوڈ کوہنر معاون کرداروں میں دکھائی دیتے ہیں۔
748,Leslie Morgenstein,"Leslie Morgenstein is the president and chief executive of Alloy Entertainment.  He has been credited with facilitating the adaptation of a number of book titles into television series.  Examples include ""Gossip Girl"", ""The Vampire Diaries"", ""Pretty Little Liars"", ""How to Rock"", ""The Secret Circle"", ""The Lying Game"", ""Privileged"", ""666 Park Avenue"", ""The 100"" and ""The Nine Lives of Chloe King"".  Morgenstein has also been involved in feature film projects, credited as an executive producer on the ""Sisterhood of the Traveling Pants"" series and as a producer on the 2008 sex comedy film ""Sex Drive"".",لیزلی مورگن اسٹائن ایلو انٹرٹینمنٹ کے صدر اور چیف ایگزیکٹو ہیں۔ انہیں ٹیلی ویژن سیریز میں متعدد کتابوں کے عنوانات کو ڈھالنے میں سہولت فراہم کرنے کا سہرا دیا گیا ہے۔ مثال کے طور پر گپ شپ گرل ، ویمپائر ڈائری ، خوبصورت چھوٹی جھوٹ بولنے والی ، ہیو ٹو راک ، خفیہ حلقہ ، جھوٹ بولنے والا کھیل ، مراعات یافتہ ، 666 پارک ایونیو ، کلوی کنگ اور نو لائفز کے ساتھ ، اور فلمی منصوبوں میں بھی شامل ہیں۔
749,Nwamiko Madden,"Nwamiko Madden (born March 9, 1983) is a Canadian actor known for his role as Cameron White in the TV show ""15/Love"".  He also appeared in the comedy movie ""Hatley High"".  In ""15/Love"", he stars alongside names such as Max Walker, Amanda Crew, Meaghan Rath, Laurence Leboeuf, Sarah-Jeanne Labrosse and Kyle Switzer.  ""15/Love"" is a show that follows the lives of a group of teenagers at Cascadia Tennis academy.  Cascadia trains stars, but the problems that the group come up against are not only on the court.","""15 محبت: ایک کینیڈا کے اداکار ہیں جو ایک ٹی وی شو میں کیمرون وائٹ کے طور پر جانا جاتا ہے ، اور وہ مزاحیہ فلم """"ہٹلی ہائی"""" میں بھی نظر آئے۔ 15 محبت میں ، وہ میکس واکر ، امندا کرو ، میگھن ریت ، لارنس لیبیوف ، سارہ جین لیبروس اور کائل سوئزر کے ساتھ اداکاری کرتے ہیں۔ 15 محبت ایک ایسا شو ہے جو کاسکیڈیا ٹینس اکیڈمی میں نوجوانوں کی زندگی کی پیروی کرتا ہے۔"""
750,2010 AMA Pro Daytona Sportbike Championship,"The 2010 AMA Pro Daytona Sportbike Championship was the second running of the AMA Daytona Sportbike Championship, an American motorcycle racing series that acts as a feeder series for the AMA Pro American Superbike Championship.  Title sponsors for the series include Sunoco, Amsoil, National Guard, Dunlop, Speedcom and SunTrust.",2010 AMA پرو ڈائیٹونا اسپورٹس بائیک چیمپئن شپ (AMA Pro Daytona Sportbike Championship) ایک امریکی موٹر سائیکل ریسنگ سیریز ہے جو AMA پرو امریکی سپر بائیک چیمپئن شپ کے لئے فیڈر سیریز کے طور پر کام کرتی ہے۔ اس سیریز کے عنوان کے اسپانسرز میں سنکو ، امسول ، نیشنل گارڈ ، ڈنلوپ ، اسپیڈ کام اور سن ٹرسٹ شامل ہیں۔
751,2013 AMA Pro American Superbike Championship,The 2013 AMA Pro American Superbike Championship was the 38th running of the AMA Superbike Championship.  The championship covered 8 rounds beginning at Daytona International Speedway on March 16 and concluding at Mazda Raceway Laguna Seca on September 29.  The champion was Josh Herrin riding a Yamaha.,ایم اے پرو امریکن سپر بائیک چیمپئن شپ (اے ایم اے) ، ایک امریکی سپر بائیک چیمپئن شپ ہے جو 16 مارچ کو ڈائیٹونا انٹرنیشنل اسپیڈ وے سے شروع ہوتی ہے اور 29 ستمبر کو مزدا ریس وے لاگونا سیکا میں ختم ہوتی ہے۔ یہ چیمپئن شپ ایک یاماہا پر سوار جوش ہیرین کے ذریعہ منعقد کی گئی تھی۔
752,2012 AMA Pro American Superbike Championship,The 2012 AMA Pro American Superbike Championship was the 37th running of the AMA Superbike Championship.  The championship covered 11 rounds beginning at Daytona International Speedway on March 17 and concluding at NOLA Motorsports Park on October 7.  The champion was Josh Hayes riding a Yamaha.,اے ایم اے پرو امریکن سپر بائیک چیمپئن شپ (اے ایم اے پرو امریکن سپر بائیک چیمپئن شپ) ، ایک امریکی سپر بائیک چیمپئن شپ ہے جو 17 مارچ کو ڈائیٹونا انٹرنیشنل اسپیڈ وے سے شروع ہوتی ہے اور 7 اکتوبر کو نولا موٹرز سپورٹس پارک میں ختم ہوتی ہے۔
753,2011 AMA Pro American Superbike Championship,The 2011 AMA Pro American Superbike Championship was the 36th running of the AMA Superbike Championship.  The championship covered 8 rounds beginning at Daytona International Speedway on March 11 and concluding at New Jersey Motorsports Park on September 4.  The champion was Josh Hayes riding a Yamaha.,اے ایم اے پرو امریکن سپر بائیک چیمپئن شپ (اے ایم اے پرو امریکن سپر بائیک چیمپئن شپ) ، ایک امریکی سپر بائیک چیمپئن شپ ہے جو 11 مارچ کو ڈیٹونا انٹرنیشنل اسپیڈ وے سے شروع ہوتی ہے اور 4 ستمبر کو نیو جرسی موٹرز سپورٹس پارک میں ختم ہوتی ہے۔
754,Dunlop Tyres,"Dunlop is a brand of tyres owned by various companies around the world.  Founded by pneumatic tyre pioneer John Boyd Dunlop in Birmingham, England in 1889, it is owned and operated by Goodyear Tire and Rubber Company in North America, Europe, Australia and New Zealand.  In India the brand is owned by Dunlop India Ltd. whose parent company is the Ruia Group.  In Asia (Japan, China, Indonesia, Thailand and Russia), Africa and Latin America (except Mexico) by Sumitomo Rubber Industries.",ڈنلوپ ٹائر کا ایک برانڈ ہے جو دنیا بھر میں مختلف کمپنیوں کی ملکیت ہے۔ اس کی بنیاد 1889 میں برمنگھم ، انگلینڈ میں نیومیٹک ٹائر کے علمبردار جان بوڈ ڈنلوپ نے رکھی تھی۔ اس کی ملکیت اور اس کا انتظام گڈ ایئر ٹائر اینڈ ربڑ کمپنی نے شمالی امریکہ ، یورپ ، آسٹریلیا اور نیوزی لینڈ میں کیا ہے۔ ہندوستان میں ، اس برانڈ کی ملکیت ڈنلوپ انڈیا لمیٹڈ کی ملکیت ہے۔ جس کی پیرنٹ کمپنی رویا گروپ ہے۔
755,2009 AMA Pro Daytona Sportbike Championship,"The 2009 AMA Pro Daytona Sportbike Championship was the first running of the AMA Pro Daytona Sportbike Championship, an American motorcycle racing series that acts as a feeder series for the AMA Pro American Superbike Championship.  The series replaced the AMA Formula Xtreme Championship.  Danny Eslick won his first championship riding a Buell.  Mike Baldwin was the crew chief.",ایم اے پرو ڈائیٹونا اسپورٹس بائیک چیمپئن شپ (اے ایم اے پرو ڈائیٹونا اسپورٹس بائیک چیمپئن شپ) ایک امریکی موٹر سائیکل ریسنگ سیریز ہے جو ایم اے پرو امریکن سپر بائیک چیمپئن شپ کے لئے فیڈر سیریز کے طور پر کام کرتی ہے۔ اس سیریز نے ایم اے فارمولا ایکسٹریم چیمپئن شپ کی جگہ لے لی۔ ڈینی ایسلیک نے اپنی پہلی چیمپئن شپ ایک بیل پر سوار کرتے ہوئے جیت لی۔ مائیک بالڈون عملے کا سربراہ تھا۔
756,Jacob Gagne,"Jacob Gagne is a Grand Prix motorcycle racer from United States of America.  He is currently competing in the World Superbike Championship aboard a Honda CBR1000RR for Ten Kate Racing as an interim rider.  He has previously competed in the Spanish Moto2 Championship, the Red Bull AMA Rookies Cup and the Red Bull MotoGP Rookies Cup, a series that Gagne won in 2010.  He was the 2014 AMA Pro Daytona Sportbike Champion, and is a full-time MotoAmerica AMA Superbike Championship regular.",جیکب گین ایک امریکی موٹر سائیکل ریسر ہے جو 2014 میں ورلڈ سپر بائیک چیمپئن شپ میں حصہ لے رہا ہے۔ اس نے ایک ہونڈا سی بی آر 1000 آر آر کے ساتھ ایک ٹن کیٹ ریسنگ کے لئے ایک عبوری سوار کے طور پر حصہ لیا ہے۔ اس سے پہلے اس نے ہسپانوی موٹو 2 چیمپئن شپ ، ریڈ بل اے ایم اے روکی کپ اور ریڈ بل موٹو جی پی روکی کپ میں حصہ لیا تھا۔
757,2009 AMA Pro American Superbike Championship,"The 2009 AMA Pro American Superbike Championship was the 34th running of the AMA Superbike Championship, an American motorcycle racing championship.  Mat Mladin won his seventh championship and announced his retirement following the season.",2009 AMA پرو امریکی سپر بائیک چیمپئن شپ (AMA Pro American Superbike Championship) ایک امریکی موٹر سائیکل ریسنگ چیمپئن شپ ہے جس میں ایک امریکی سپر بائیک چیمپئن شپ ہے جس میں ایک امریکی سپر بائیک چیمپئن شپ ہے جس میں ایک امریکی سپر بائیک چیمپئن شپ ہے.
758,2010 AMA Pro American Superbike Championship,"The 2010 AMA Pro American Superbike Championship was the 35th running of the AMA Superbike Championship, an American motorcycle racing championship.  Title sponsors for the series include Sunoco, Amsoil, National Guard, Dunlop, Speedcom and SunTrust.",2010 AMA پرو امریکن سپر بائیک چیمپئن شپ (AMA) ایک امریکی موٹر سائیکل ریسنگ چیمپئن شپ ہے جس میں 35 ویں رننگ ہے ، جس میں سیریز کے ٹائٹل اسپانسرز میں سونکو ، امسول ، نیشنل گارڈ ، ڈنلوپ ، اسپیڈ کام اور سن ٹرسٹ شامل ہیں۔
759,Tom Kipp,"Tom Kipp (born November 17, 1968) is an American former motorcycle racer.  A Superbike World Championship race winner, Kipp won the AMA 600 SuperSport Championship in 1992 and the AMA 750 SuperSport Championship in 1994, 1995 and 1999; Kipp, who started motocross racing before he was six years old, also competed in the AMA Superbike Championship, the British Superbike Championship and the AMA Formula Xtreme Championship.  He retired in late 2003 to study for Christian ministry, returning to competition for 2005 in the Canadian Superbike Championship.  He later became a pastor.",ٹام کیپ (پیدائش 17 نومبر ، 1968) ایک امریکی سابق موٹر سائیکل ریسر ہے۔ ایک سپر بائیک ورلڈ چیمپئن شپ ریس فاتح ، کیپ نے 1992 میں اے ایم اے 600 سپر اسپورٹس چیمپئن شپ اور 1994 ، 1995 اور 1999 میں اے ایم اے 750 سپر اسپورٹس چیمپئن شپ جیت لی۔ کیپ ، جس نے چھ سال کی عمر سے پہلے موٹرو کراس ریسنگ شروع کی تھی ، نے اے ایم اے سپر بائیک چیمپئن شپ ، برطانوی سپر بائیک چیمپئن شپ اور اے ایم اے فارمولا ایکسٹریم چیمپئن شپ میں بھی حصہ لیا۔ وہ عیسائی وزارت کے لئے تعلیم حاصل کرنے کے لئے 2003 کے آخر میں ریٹائر ہوگئے۔
760,Luren Dickinson,"Luren Dudley Dickinson (April 15, 1859 – April 22, 1943) was an American politician.  He served as the 37th Governor of Michigan from 1939 to 1941.  He holds the record of the oldest person to ever serve as Michigan governor, beginning at the age of 79 and leaving office at the age of 81, as well as the only Michigan governor to enter office upon the death of an incumbent.",ڈڈلی ڈکنسن (Lurleen Dudley Dickinson) (پیدائش: 15 اپریل 1859 - 22 اپریل 1943) ایک امریکی سیاستدان اور سیاستدان تھا۔ وہ 1939 سے 1941 تک مشی گن کے 37 ویں گورنر تھے۔ وہ مشی گن کے گورنر کی حیثیت سے خدمات انجام دینے والے سب سے بوڑھے شخص کا ریکارڈ رکھتے ہیں ، جو 79 سال کی عمر میں شروع ہوا اور 81 سال کی عمر میں عہدے سے سبکدوش ہوا۔
761,Pine Grove Historical Museum,"The Pine Grove Historical Museum is located in Pontiac, Michigan and operated by the Oakland County Pioneer and Historical Society.  The museum features the home of former Michigan Governor Moses Wisner.  The four acre-plus property also includes several outbuildings, including a summer kitchen, a smokehouse and a root cellar.",پائن گروو تاریخی میوزیم ، جو پونیٹیک ، مشی گن میں واقع ہے ، اوکلینڈ کاؤنٹی پاینیر اینڈ ہسٹوریکل سوسائٹی کے زیر انتظام ہے۔ اس میوزیم میں مشی گن کے سابق گورنر موسیٰ وسنر کا گھر ہے۔ اس میں چار ایکڑ کی پراپرٹی میں کئی بیرونی عمارتیں بھی شامل ہیں ، جن میں ایک موسم گرما کا باورچی خانے ، ایک تمباکو نوشی کا گھر اور ایک جڑ کا تہہ خانہ بھی شامل ہے۔
762,Howard Edelson,"Howard Edelson (born April 25, 1960) is an American political strategist, campaign manager, and regular political media commentator.  Edelson is the founding partner of Michigan-based political consulting business, The Edelson Group.  He was the campaign manager for former Michigan Governor Jennifer Granholm's successful 2006 re-election campaign.  He has led other successful ballot measures in Michigan for affordable energy and tax reform",ہاورڈ ایڈلسن (پیدائش 25 اپریل ، 1960) ایک امریکی سیاسی حکمت عملی ، مہم مینیجر ، اور باقاعدہ سیاسی میڈیا مبصر ہے۔ ایڈلسن مشی گن میں مقیم سیاسی مشاورت کے کاروبار ، ایڈلسن گروپ کے بانی شراکت دار ہیں۔ وہ مشی گن کے سابق گورنر جینیفر گران ہولڈ کی 2006 کی دوبارہ انتخابی مہم کے لئے مہم مینیجر تھے۔ انہوں نے سستی توانائی اور ٹیکس اصلاحات کے لئے مشی گن میں دیگر کامیاب بیلٹ اقدامات کی قیادت کی ہے۔
763,Jennifer Granholm,"Jennifer Mulhern Granholm (born February 5, 1959) is a Canadian-American politician, lawyer, educator, author, political commentator and member of the Democratic Party who served as the Attorney General of Michigan from 1999 to 2003 and as the Governor of Michigan from 2003 to 2011.  She is currently an MSNBC political contributor.  In January 2017, she became a CNN political contributor.",جینیفر مولہرن گرین ہولڈ (پیدائش 5 فروری 1959) ایک کینیڈین امریکی سیاستدان ، وکیل ، تعلیم یافتہ ، مصنف ، سیاسی مبصر اور ڈیموکریٹک پارٹی کی رکن ہیں جنہوں نے 1999 سے 2003 تک مشی گن کے اٹارنی جنرل اور 2003 سے 2011 تک مشی گن کے گورنر کی حیثیت سے خدمات انجام دیں۔ وہ اس وقت ایم ایس این بی سی کی سیاسی شراکت دار ہیں۔
764,Letta Crapo Smith,"Henrietta (Letta) Crapo Smith (1862 – 1921) was a painter, known as a color specialist and granddaughter of the former Michigan Governor, Henry H. Crapo.",ہنریٹا کرپو اسمتھ (1862 - 1921) ایک مصور تھی ، جو رنگ کے ماہر اور سابق مشی گن گورنر ہنری ایچ کرپو کی پوتی کے طور پر مشہور تھی۔
765,Albert E. Sleeper State Park,"Albert E. Sleeper State Park is a 723 acre state park in the U.S. state of Michigan.  The park is located in Lake Township, near Caseville in Huron County close to the tip of The Thumb of Michigan, bordered by Lake Huron.  The park is named for former Michigan Governor Albert E. Sleeper.",البرٹ ای سلیپر اسٹیٹ پارک ، ایک امریکی ریاست ہے جو 723 ایکڑ پر مشتمل ہے ، جو مشی گن کے ایک بڑے شہر میں واقع ہے۔ یہ پارک جھیل کی طرف سے گھیر لیا گیا ہے ، جو مشی گن کے تھمب کے سرے کے قریب ہے۔ اس کا نام مشی گن کے سابق گورنر البرٹ ای سلیپر کے نام پر رکھا گیا ہے۔
766,Scott Romney,"George Scott Romney (born June 7, 1941) is an American Republican politician and lawyer in the state of Michigan.  He formerly sat on the Michigan State University Board of Trustees.  A member of the Pratt-Romney family—a well-known political family in Michigan—he is the son of former Michigan Governor George W. Romney and brother of the former Massachusetts Governor and 2012 Republican presidential nominee Mitt Romney.  He goes by the name of ""Scott"" in order to distinguish himself from his father.","جارج سکاٹ رومنی (پیدائش: 7 جون ، 1941) ایک امریکی ریپبلکن سیاستدان اور وکیل ہے۔ وہ سابقہ مشی گن اسٹیٹ یونیورسٹی بورڈ آف ٹرسٹیز میں بیٹھا تھا۔ وہ پراٹ رومنی خاندان کا ایک رکن ہے ، جو مشی گن میں ایک مشہور سیاسی خاندان ہے۔ وہ مشی گن کے سابق گورنر جارج ڈبلیو رومنی کا بیٹا اور سابق ریپبلکن گورنر اور 2012 کے صدارتی امیدوار مٹ رومنی کا بھائی ہے۔ وہ اپنے والد سے الگ ہونے کے لئے ""اسکاٹ"" کے نام سے جاتا ہے۔"
767,Helen Milliken,"Helen Wallbank Milliken (December 4, 1922 – November 16, 2012) was an American women's rights activist, environmentalist, and former First Lady of Michigan.  Milliken, the longest serving First Lady in Michigan's history, served from 1969 to 1983 during the tenure of her husband, former Michigan Governor William Milliken.  Milliken was known for her activism on behalf of many causes throughout her life.  She was one of Michigan's leading proponents of the proposed Equal Rights Amendment to the United States Constitution during the 1970s.",ہیلن وال بینک ملیکن (انگریزی: Helen Wallbank Milliken ، 4 دسمبر 1922 - 16 نومبر 2012) ایک امریکی خاتون حقوق کارکن ، ماحولیاتی کارکن اور مشی گن کی سابقہ خاتون اول تھیں۔ ملیکن ، مشی گن کی تاریخ میں سب سے طویل خدمت کرنے والی خاتون اول ، اپنے شوہر ، سابق مشی گن گورنر ولیم ملیکن کے دور میں 1969 سے 1983 تک خدمات انجام دیں۔ ملیکن اپنی زندگی بھر میں بہت سے وجوہات کی جانب سے اپنی سرگرمیوں کے لئے مشہور تھیں۔ وہ 1970 کی دہائی کے دوران ریاستہائے متحدہ کے آئین میں مساوات کی تجویز کردہ ترمیم کی مشی گن کی ایک اہم حامی تھیں۔
768,Pure Michigan,"Pure Michigan began as an advertising campaign launched in 2008 by the state of Michigan, featuring the voice of actor and comedian Tim Allen.  The Pure Michigan campaign, which aims to market the state of Michigan as a travel and tourism destination, received state and international attention beginning in 2008 when Michigan Governor Jennifer Granholm approved $45 million in additional funding for the Pure Michigan campaign from the 21st Century Jobs Trust Fund.  The unprecedented tourism fund amount for the state allowed the Pure Michigan campaign to be broadcast on a national level beginning in March 2009.  Annual funding for fiscal 2014 was $29 million.","""مشینگن میں ، """"پوری مشی گن"""" ایک ایسی مہم ہے جس کا مقصد ریاست کو سیاحت اور سفر کی منزل کے طور پر مارکیٹ کرنا ہے۔ اس مہم کو 2008 میں شروع کیا گیا تھا جب مشی گن کے گورنر جینیفر گران ہولڈ نے 21 ویں صدی کے ٹرسٹ فنڈ سے """"پوری مشی گن"""" مہم کے لئے اضافی فنڈنگ میں 45 ملین ڈالر کی منظوری دی۔ اس مہم کو مارچ 2009 میں قومی سطح پر نشر کرنے کی اجازت دی گئی تھی۔"""
769,"Luce County, Michigan","Luce County is a county located in the Upper peninsula in the U.S. state of Michigan.  As of the 2010 census, the population was 6,631, making it the second-least populous county in Michigan.  The county seat is Newberry.  The county was set off and organized in 1887 and named after former Michigan Governor Cyrus G. Luce.","لوز کاؤنٹی (انگریزی: Luce County) ریاستہائے متحدہ امریکہ کی ریاست مشی گن کے اپر جزیرہ نما میں واقع ایک کاؤنٹی ہے۔ 2010ء کی مردم شماری کے مطابق اس کی آبادی 6,631 افراد پر مشتمل تھی۔ یہ مشی گن کی دوسری کم آبادی والی کاؤنٹی ہے۔ اس کا کاؤنٹی کا صدر مقام نیو بیری ہے۔ اس کاؤنٹی کا قیام 1887ء میں ہوا تھا اور اس کا نام مشی گن کے سابق گورنر سائرس جی لوز کے نام پر رکھا گیا تھا۔"
770,Diane Johnson,"Diane Johnson (born April 28, 1934) is an American novelist and essayist whose satirical novels often feature American heroines living abroad in contemporary France.  She was a finalist for the Pulitzer Prize for her novel ""Persian Nights"" in 1988.","ڈیان جانسن (پیدائش 28 اپریل ، 1934) ایک امریکی ناول نگار اور مضمون نگار ہے جس کے طنزیہ ناولوں میں اکثر معاصر فرانس میں بیرون ملک رہنے والی امریکی ہیروئنز کی خصوصیت ہوتی ہے۔ وہ 1988 میں اپنے ناول ""فارسی راتیں"" کے لئے پولٹزر انعام کے لئے فائنلسٹ تھیں۔"
