,Title,Content
2969,Tom Sawyer,"Thomas ""Tom"" Sawyer is the title character of the Mark Twain novel ""The Adventures of Tom Sawyer"" (1876).  He appears in three other novels by Twain: ""Adventures of Huckleberry Finn"" (1884), ""Tom Sawyer Abroad"" (1894), and ""Tom Sawyer, Detective"" (1896)."
2970,Adventures of Huckleberry Finn,"Adventures of Huckleberry Finn (or, in more recent editions, The Adventures of Huckleberry Finn) is a novel by Mark Twain, first published in the United Kingdom in December 1884 and in the United States in February 1885.  Commonly named among the Great American Novels, the work is among the first in major American literature to be written throughout in vernacular English, characterized by local color regionalism.  It is told in the first person by Huckleberry ""Huck"" Finn, a friend of Tom Sawyer the narrator of two other Twain novels (""Tom Sawyer Abroad"" and ""Tom Sawyer, Detective"").  It is a direct sequel to ""The Adventures of Tom Sawyer""."
2971,List of World Heritage Sites in Northern Europe,"The UNESCO (United Nations Educational, Scientific and Cultural Organization) has designated 36 World Heritage Sites in eight countries (also called ""state parties"") commonly referred to as Northern Europe: Iceland, Norway, Sweden, Finland, Denmark, Estonia, Latvia and Lithuania, i.e. a combination of Nordic and Baltic countries.  Greenland lying on the North American continent is not included in this list despite of its political ties with Denmark; it is included in the List of World Heritage Sites in the Americas.  The United Kingdom and Ireland are included in Western Europe even though they are sometimes listed in Northern Europe."
2972,Northern Europe,"Northern Europe refers geographically to the northern part of Europe, or in a narrower sense, to the cultural grouping of the Nordic countries, Baltic countries, and sometimes also the British Isles.  Greenland, which is geographically part of North America, forms one of the Nordic countries (and is politically part of the Kingdom of Denmark) and therefore may be included in Northern Europe by some definitions."
2973,Rolsø Kapel,"Rolsø Kapel (Rolsø Chapel) in Denmark is a desolate, abandoned, cemetery with examples of graveyard custom stretching back to the 1700s.  The cemetery’s dilapidated gravesites belonged to Rolsø Kirke, (Rolsø Church) that was torn down in 1908.  The remaining Chapel with cemetery lies by an unpopulated cape, that forms the northern mouth of Knebel Vig (Knebel Bay) into Århus Bugt(Århus Bay) on the southern part of the peninsula Djursland, in Denmark, Northern Europe."
2974,Geography of Denmark,"Denmark is a Nordic country located in Northern Europe.  It consists of the Jutland peninsula and several islands in the Baltic sea, referred to as the Danish Archipelago.  Denmark is located southwest of Sweden and due south of Norway and is bordered by the German state (and former possession) Schleswig-Holstein to the south, on Denmark's only land border, 68 kilometres (42 miles) long."
2975,Djursland,"Djursland is a 44 km × 33 km hilly lowland peninsula in Denmark at the entrance to the Baltic Sea, between Denmark and Sweden in Northern Europe.  Djursland protrudes into the Kattegat sea, as part of the larger peninsula of Jutland, which itself extends from the Central European continent.  Djursland comprise the two municipalities of Norddjurs and Syddjurs."
2976,Arp Schnitger,"Arp Schnitger (2 July 1648–28 July 1719 (buried)) was a highly influential Northern German organ builder.  Schnitger built or rebuilt over 150 organs.  He was primarily active in Northern Europe, especially the Netherlands and Germany, where a number of his instruments survive to the present day."
2977,Jutland,"Jutland ( ; Danish: ""Jylland"" ] ; German: ""Jütland"" ] ), also known as the Cimbric or Cimbrian Peninsula (Latin: ""Cimbricus Chersonesus"" ; Danish: ""Den Kimbriske Halvø"" ; German: ""Kimbrische Halbinsel"" ), is a peninsula of Northern Europe that forms the continental portion of Denmark and part of northern Germany.  The names are derived from the Jutes and the Cimbri, respectively.  Jutland's terrain is relatively flat, with open lands, heaths, plains and peat bogs in the west and a more elevated and slightly hilly terrain in the east."
2978,Tønder Municipality,"Tønder (German: ""Tondern"", North Frisian: ""Tuner"") is a municipality (Danish, ""kommune"") in Region of Southern Denmark on the Jutland peninsula in south Denmark.  The municipality covers an area of 1,278 km², and has a total population of 40,367 (2008).  Its mayor is Laurids Rudebeck, a member of the Venstre (Liberal Party) political party."
2979,Schleswig Coldblood,"The Schleswig Coldblood (German: Schleswiger Kaltblut Danish: Slesvigsk Koldblod ) is a breed of medium-sized draught horse originally from the historic Schleswig region of the Jutland Peninsula, which today is divided between modern Denmark and Germany, and from which its name derives.  It is found primarily in the northern German state of Schleswig-Holstein, and also, in smaller numbers, in Lower Saxony.  It shares the origins, ancestry and much of the history of the Danish Jutland breed, and shows some similarity to the British Suffolk Punch.  It was bred as a working horse for agriculture and forestry; today it is used mostly to pull coaches, wagons and drays."
2980,Rønde,"Rønde (or Roende) is a town on the southern part of the peninsula, Djursland in Denmark, Northern Europe, 23 kilometers north-east of the north end of Denmark’s second largest city, Århus.  It is in part a pendler town to Århus, with a motorway entering Århus from the north.  Rønde is located between Århus, and Århus Airport with a 12 kilometer drive from Rønde to the airport."
2981,K-1 World Grand Prix 2012 Final,"K-1 World Grand Prix 2012 Final was a kickboxing event promoted by the K-1 promotion.  It took place on March 15, 2013 in Zagreb, Croatia.  It was the 19th annual K-1 World GP Final and the first K-1 event since the establishment of K-1 Global Holdings Ltd by EMCOM Entertainment.  For the first time in history it was held outside Japan."
2982,Dream: Japan GP Final,"Dream: Japan GP Final, also known as Dream Japan GP – 2011 Bantamweight Japan Tournament Final, was a mixed martial arts event held by Fighting and Entertainment Group's mixed martial arts promotion Dream.  The event took place on July 16, 2011 at the Ariake Coliseum in Tokyo, Japan."
2983,Junya Kodo,"Junya Kodo 'KODO' (born March 24, 1983) is a Japanese mixed martial artist currently fighting in the Flyweight division of Shooto organization.  Kodo is also the Head Coach and Representative of Shooto Gym Kobe.  KODO replaced Norifumi Yamamoto in 2 days notice to fight Joseph Benavidez on DREAM 5 Lightweight GP Final 2008."
2984,Joachim Hansen (fighter),Joachim B. Hansen (born 26 May 1979) is a Norwegian mixed martial artist.  He began his career fighting for FinnFight before moving on to fight for Shooto where he became the first Scandinavian person to hold an MMA world title after winning the Shooto World Lightweight Championship in 2003 from Takanori Gomi.  Hansen later fought for the Pride Fighting Championship and most recently Dream where he became the Dream Lightweight Champion after winning the Dream 5: Lightweight Grand Prix 2008 Final Round but then lost the title to Shinya Aoki at Dream 11.  After a record of 19–9–1 Hansen suffered his first defeat by knockout to Japanese fighter Hiroyuki Takaya at Dream 14.
2985,Joseph Benavidez,"Joseph Rolando Benavidez (born July 31, 1984) is an American mixed martial artist.  After fighting in smaller shows while working as a screen printer in Las Cruces, New Mexico, he joined up with Urijah Faber's Team Alpha Male in 2007.  He has since fought in Dream and more recently the World Extreme Cagefighting promotion.  He currently fights as a flyweight in the Ultimate Fighting Championship.  His fighting style has drawn comparisons to training partner and former WEC Featherweight Champion Urijah Faber.  As of February 6, 2017, he is #1 in the official UFC flyweight rankings and ranked the #2 flyweight in the world by Sherdog.  On April 27, 2010, the Mayor and City Council of the City of Las Cruces proclaimed April 27 as Joseph Benavidez Day in Las Cruces."
2986,K-1 Andy Memorial 2001 Japan GP Final,"K-1 Andy Memorial 2001 Japan GP Final was a martial arts event promoted by the K-1 organization, named in honour of K-1 legend Andy Hug who had died the previous year.  It was an elimination tournament involving eight fighters based in Japan, with all bouts being fought under K-1 Rules (100 kg/156-220 lbs) and the winner qualifying for the K-1 World Grand Prix 2001.  Six of these fighters had qualified via the earlier K-1 Survival 2001 event while holder Musashi had qualified as last years winner and long time Tokyo resident Nicholas Pettas was a foreign invitee.  As well as tournament bouts there were a number of local and international bouts, including special 'Andy Memorial Matches', with matches fought under either K-1 or MMA Rules.  In total there were twenty two fighters at the event, representing nine countries."
2987,K-1 World Grand Prix 2010 Final,"K-1 World Grand Prix 2010 Final was a martial arts event that was held by the K-1 on Saturday, December 11, 2010.  It was the 18th K-1 World GP Final, the culmination of a year full of regional elimination tournaments.  All fights followed K-1's classic tournament format and was conducted under K-1 Rules, three rounds of three minutes each, with a possible tiebreaker.  The qualification for the top eight fighters was held at the K-1 World Grand Prix 2010 in Seoul Final 16 on October 2, 2010 in Seoul, Korea."
2988,K-1 World Grand Prix 2007 Final,"K-1 World Grand Prix 2007 Final was a martial arts event held by the K-1 on Saturday December 8, 2007 at the Yokohama Arena in Yokohama, Japan.  It was the 15th K-1 World GP Final, the culmination of a year full of regional elimination tournaments.  All fights followed K-1's classic tournament format and were conducted under K-1 Rules, three rounds of three minutes each, with a possible tiebreaker."
2989,K-1 World Grand Prix 2008 Final,"K-1 World Grand Prix 2008 Final was a martial arts event held by the K-1 on Saturday December 6, 2008 at the Yokohama Arena in Yokohama, Japan.  It was the 16th K-1 World GP Final, the culmination of a year full of regional elimination tournaments.  All fights followed the classic 8-man tournament format and were conducted under K-1 rules; three rounds of three minutes each, with a possible tiebreaker.  The qualification for the top eight fighters in this event was held at K-1 World Grand Prix 2008 in Seoul Final 16."
2990,K-1 World Grand Prix 2009 Final,"K-1 World Grand Prix 2009 Final was a martial arts event held by the K-1 on Saturday December 5, 2009 at the Yokohama Arena in Yokohama, Japan.  It was the 17th K-1 World GP Final, the culmination of a year full of regional elimination tournaments.  All fights followed K-1's classic tournament format and were conducted under K-1 Rules, three rounds of three minutes each, with a possible tiebreaker."
2991,Latin Trade,"Latin Trade is a monthly magazine covering global business in Latin America and the Caribbean.  Similar to Forbes and Fortune Magazine in coverage, the magazine was founded in 1993 and now publishes 40,000 copies every two months in Spanish and English.  Some 90% of the magazine's circulation is in Latin America.  The magazine has won 27 editorial and design awards since 2002, including awards from the Association of Business Publication Editors (ASBPE)1."
2992,DC Thomson,"DC Thomson is a British publishing and television production company best known for producing ""The Dundee Courier"", ""The Evening Telegraph"", ""The Sunday Post"", ""Oor Wullie"", ""The Broons"", ""The Beano"", ""The Dandy"", and ""Commando"" comics.  It also owns Parragon and the Aberdeen Journals Group which publishes the ""Press and Journal"".  It was a significant shareholder in the former ITV company Southern Television.  Through its subsidiary DC Thomson Family History the company owns several websites including Friends Reunited and Findmypast.  Based in Dundee, Scotland, the company also owns children books publisher Parragon."
2993,Time Inc.,"Time Inc. is a multinational mass media corporation founded on November 28, 1922 by Henry Luce and Briton Hadden and based in New York City.  It owns and publishes over 100 magazine brands, most notably its flagship ""Time"".  Other magazines include ""Sports Illustrated"", ""Travel + Leisure"", ""Food & Wine"", ""Fortune"", ""People"", ""InStyle"", ""Life"", ""Golf Magazine"", ""Southern Living"", ""Essence"", ""Real Simple"", and ""Entertainment Weekly"".  It also has subsidiaries which it co-operates with the UK magazine house Time Inc.  UK, whose major titles include ""What's on TV"", ""NME"", ""Country Life"", and ""Wallpaper"".  Time Inc. also co-operates over 60 websites and digital-only titles including ""MyRecipes"", ""TheSnug"", HelloGiggles, and ""MIMI""."
2994,City &amp; State,"City & State is a political journalism organization based in New York City.  The company publishes a weekly magazine covering politics and government in New York City and New York State that is distributed to New York State legislators, county executives, municipalities, the New York Congressional delegation, New York City Council members and others leaders in New York business and government.  After years of publishing a twice-monthly print edition, ""City & State"" has announced plans to switch to a weekly in January 2016.  ""City & State"" also publishes on their website and sends out a free First Read daily email.  In May 2016 the company also launched a monthly magazine based in Philadelphia and a website."
2995,Znak (publisher),"Znak (Polish for ""sign"") is one of the largest Polish book publishing companies.  Founded in 1959 and related to the Catholic Church in Poland, it has grown since 1989.  It publishes about 300 titles a year, and employs about 100 people.  Company publishes under three imprints: Znak, Znak Literanova, Znak Emotikon and owns another publisher Wydawnictwo Otwarte."
2996,Deseret News Publishing Company,"The Deseret News Publishing Company is a publishing company headquartered in Salt Lake City, Utah, United States.  It is a subsidiary of Deseret Management Corporation, a holding company owned by the Corporation of the President of The Church of Jesus Christ of Latter-day Saints.  The company publishes the daily Salt Lake City area newspaper, ""Deseret News"", and its weekly inserts the ""Church News"" and ""Mormon Times"".  It also publishes a semi-weekly Spanish language paper, ""OKespañol"", and the ""Deseret News Church Almanac"".  The company was incorporated in 1931 to direct the operations of the ""Deseret News"", which until then was owned directly by The Church of Jesus Christ of Latter-day Saints (LDS Church).  For many years the company operated a jobs press, known as the Deseret News Press, in which they used their presses to publish content for other publishers, such as Deseret Book."
2997,Eagle Newspapers (Oregon),"Eagle Newspapers, Inc. is an American newspaper publisher serving the states of Oregon, Washington and Idaho.  The company publishes two daily papers, six semi-weekly papers, six weekly papers, two weekly classified publications, and six specialty publications.  The company also owns four printing operations and a mailing service.  The Eagle Web Press is based in Salem, Oregon."
2998,NewsRx,"NewsRx is a media and technology company focusing on digital media, printed media, news services, and knowledge discovery through its BUTTER platform.  In 1995 the company was the world’s largest producer of health news.  The company publishes 194 newsweeklies in health and other fields, which are distributed to subscribers and partners including Factiva, the ""Wall Street Journal Professional Edition"", Thomson Reuters, ProQuest, and Cengage Learning.  C W Henderson founded the company in 1984 and its first publication was ""AIDS Weekly.""  In the early 2000s, the firm added the imprint, VerticalNews to publish newsweeklies in non-health fields.  Now based in Atlanta, Georgia, the company reports through its daily news service and publishes reference books through its partner, ScholarlyEditions.  NewsRx launched its BUTTER platform in 2015, which is a knowledge discovery engine that delivers its content to academics, researchers, and professionals."
2999,Entertainment Weekly,"Entertainment Weekly (sometimes abbreviated as EW) is an American magazine, published by Time Inc., that covers film, television, music, Broadway theatre, books and popular culture."
3000,Fortune (magazine),"Fortune is a multinational business magazine, published and owned by Time Inc. and headquartered in New York City.  The publication was founded by Henry Luce in 1929.  The magazine competes with ""Forbes"" and ""Bloomberg Businessweek"" in the national business magazine category and distinguishes itself with long, in-depth feature articles.  The magazine regularly publishes ranked lists, perhaps best known is the Fortune 500, a ranking of companies by revenue that it has published annually since 1955."
3001,Cottonworld,"Cottonworld is a cotton based offline and online clothing store in India established in 1987.  The store is owned by the Lekhraj Corp.  Pvt. Ltd.  The idea of this cotton based clothing store was invented while finding a way to utilise the extra fabrics available in the textile manufacturing units of the company 1.  Cottonworld is the first shop in India that is dedicated to natural clothing.  The head office of the company is in Colaba, Mumbai.  Throughout India, they have twenty five stores including in all big cities."
3002,Shop Stewards Movement,"The Shop Stewards Movement was a movement which brought together shop stewards from across the United Kingdom during the First World War.  It originated with the Clyde Workers Committee, the first shop stewards committee in Britain, which organised against the imprisonment of three of their members in 1915.  Most of them were members of the Amalgamated Society of Engineers (ASE).  In November 1916 the Sheffield Workers Committee was formed when members of the ASE there went on strike against the conscription of a local engineer.  The government brought the strike to an end by exempting craft union members such as ASE engineers from military service.  However when this policy was reversed in May 1917, this met by a strike involving 200,000 workers in 48 towns.  The Shop Stewards Movement arose from organising this strike."
3003,Cashmere wool,"Cashmere wool, usually simply known as cashmere, is a fiber obtained from cashmere goats and other types of goat."
3004,10BASE-F,"10BASE-F is a generic term for the family of 10 Mbit/s Ethernet standards using fiber optic cable.  In 10BASE-F, the 10 represents its maximum throughput of 10 Mbit/s, BASE indicates its use of baseband transmission, and F indicates that it relies on medium of fiber-optic cable.  In fact, there are at least three different kinds of 10BASE-F.  All require two strands of 62.5/125 µm multimode fiber.  One strand is used for data transmission and one strand is used for reception, making 10BASE-F a full-duplex technology."
3005,Begum Bazaar,"Begum Bazar is the biggest commercial market in Hyderabad, India.  It was established during the Qutb Shahi rule.  Begum Bazar is located half a kilometer from the Naya Pul bridge in the Old City.  It is an age old retail and wholesale market for household commodities.  Of late, several brassware merchants and the person have set up shop of copper brassware also the first shop in the Begum Bazar was [HAJI SYED YAQOOB TAWAKALI] also known by name [HAJI SAAB].  many of british rulers,nizam's family,royal family visited his shop to purchase antique items.he was also a big trader,many foreigners visited to hyderabad by his introduction to trading market begum bazaar.  He was known for his work and good character and honestperson.He help so many people.  House old commodities of all sizes, shapes and brands at the best prizes are available.  The only hitch at the bazar is the congestion and lack of hygiene.  Deals worth crores of are struck daily.  It is also famous for spices and market near by 'Historic Monument' Charminar."
3006,Radio over fiber,Radio over fiber (RoF) or RF over fiber (RFoF) refers to a technology whereby light is modulated by a radio frequency signal and transmitted over an optical fiber link.  Main technical advantages of using fiber optical links are lower transmission losses and reduced sensitivity to noise and electromagnetic interference compared to all-electrical signal transmission.
3007,Stealth Communications,"Stealth Communications is an American fiber-based Internet Service Provider (ISP), installing and maintaining its own fiber optic network throughout New York City.  Stealth began rolling out its Gigabit Internet services in late 2013 to businesses throughout Manhattan, using in-house employees to lay its own fiber-optic cabling.  In July 2015, City of New York and Stealth announced a $5.3 million public/private partnership to expand fiber broadband into Brooklyn and Queen's Industrial Business Zones.  As of December 2015, the company reported to have connected over a hundred commercial properties with fiber, over 37 fiber route miles."
3008,Teleport Communications Group,"Teleport Communications Group (TCG) was the first competitive local exchange carrier (CLEC) in the United States.  It was founded in 1985 to compete with New York Telephone Company using fiber optics, and expanded to other major cities.  The company was acquired by AT&T in 1998."
3009,Wall Luxury Essentials,"Wall Luxury Essentials Ltd is a retailer of women's clothing and accessories.  The company began as a shop in London's Notting Hill, before expanding into Mail order in 1999, and E-commerce in 2000.  The company is known for its use of natural fabrics, including Peruvian Pima cotton, Alpaca fiber, Vicuña, Premium European linen, Mongolian cashmere and Silk, and its ""grown-up range of subtle clothing""."
3010,Long-Range Reconnaissance and Observation System,"Long-Range Reconnaissance and Observation System or LORROS is a sensor system developed by Elbit Systems to provide long-range daytime and night-time surveillance.  The unit consists of Forward looking infrared (FLIR) and Charge-coupled device (CCD) image sensors.  Optional components include eyesafe laser rangefinder, built-in compass and inclinometer, which provide UTM location mapping.  The unit can be operated remotely with a control unit for up to 100 meters, which can be extended to several kilometers using fiber link."
3011,Pizza 73,"Pizza 73 is a Canadian restaurant chain that offers a number of different styles of pizza, along with chicken wings.  It has been operated by Pizza Pizza since 2007.  Toronto-based Pizza Pizza had acquired the restaurant for a total of $CAN70.2 million.  There are 89 locations throughout Western Canada, which include the provinces of British Columbia, Alberta, and Saskatchewan.  The restaurant's name originates from its original phone number: 473–7373.  Founded by David Tougas and Guy Goodwin in 1985, Pizza 73 is headquartered in Edmonton, Alberta, Canada."
3012,Gino's Hamburgers,"Gino's Hamburgers was a fast-food restaurant chain founded in Baltimore, Maryland, by Baltimore Colts defensive end Gino Marchetti and running back Alan Ameche, along with their close friend Louis Fischer, in 1957.  A new group of restaurants under the Gino's name involving some of the principals of the original chain was started in 2010."
3013,Gino's East,"Gino's East is a Chicago-based restaurant chain, notable for its deep-dish pizza (sometimes called Chicago-style pizza), and for its interior walls, which patrons have covered in graffiti and etchings.  The restaurant features deep-dish pizza baked in cast-iron pans, as well as sandwiches, soups and salads."
3014,Peppes Pizza,"Peppes Pizza is a Norwegian pizza chain that serves American style and Italian style pizza.  Peppes is the largest pizza chain in Scandinavia.  The restaurant was founded by two Americans, Louis Jordan and his wife Anne from Hartford, Connecticut.  The restaurant chain is part of Umoe Catering As which consists of restaurants such as Burger King, TGI Fridays, La Baguette and Cafe Opus.  Peppes Pizza is one of the first restaurants that brought foreign food to Norway.  9 million pizzas are served by Peppes each year with deliveries in 11 cities in Norway.  Their menu was first put online in March 1995.  The servings have been described as enough for two people and that the pizza chain is ""a cut above the rest""."
3015,Pizza Ranch,"The Pizza Ranch, Inc., founded in 1981, is a ""fast casual"" restaurant chain.  Pizza Ranch offers pizza, chicken, a salad bar, and a pizza and chicken buffet.  Pizza Ranch has over 200 locations in Colorado, Illinois, Iowa, Kansas, Michigan, Minnesota, Missouri, Montana, Nebraska, North Dakota, South Dakota, Wisconsin, and Wyoming.  Pizza Ranch is the largest regional pizza franchise in Iowa, Minnesota, North Dakota, and South Dakota."
3016,Tudor's Biscuit World,"Tudor's Biscuit World is a restaurant chain based in Huntington, West Virginia, most commonly found in West Virginia.  Many West Virginia locations share a building with Gino's Pizza and Spaghetti, although the chain is more extensive than Gino's (which is exclusive to West Virginia), having locations in southern Ohio, eastern Kentucky, and southwestern Virginia.  In 2016 a franchise was opened in Panama City, Florida.  Tudor's serves biscuits, biscuit sandwiches, homestyle breakfasts and dinners, muffins, and several side dishes.  The chain was originally based in Charleston, West Virginia and many of the biscuit sandwiches are named for sports teams of interest in that area, including teams at Marshall University, West Virginia University, and The University of Charleston."
3017,Gino's Pizza and Spaghetti,"Gino's Pizza and Spaghetti is a restaurant chain with 40 locations, most of them within the U.S. state of West Virginia.  The company was founded by Kenney Grant in 1961.  Many locations are shared with Tudor's Biscuit World although the Gino's brand is exclusive to West Virginia.  There is one located in Ohio, while there are stand alone Tudor's locations in eastern Kentucky, southern Ohio and southwest Virginia.  Gino's serves pizza, spaghetti, sandwiches, and more.  Company headquarters are located in Huntington, West Virginia and Nitro, West Virginia."
3018,Tutta Bella Neapolitan Pizzeria,"Tutta Bella Neapolitan Pizzeria is an Italian restaurant chain with five locations in Washington State.  The first location was founded in 2004.  The restaurant specializes in ""authentic"" Neapolitan pizza and is certified by the non-profit Associaziona Verace Pizza Napoletana (""True Neapolitan Pizza Association"") which certifies pizzerias that use traditional ingredients and processes.  Tutta Bella was the first restaurant in the Pacific Northwest to receive such certification."
3019,Valentino's,"Valentino's is a regional Italian restaurant chain based in Lincoln, Nebraska.  Valentino's was founded by Val and Zena Weiler in 1957.  The restaurant was purchased by two Lincoln families in 1971 and began franchising additional locations.  The first carry-out store opened in 1990, and many of the full-scale restaurants converted to the buffet concept in the early-2000s."
3020,Papa Gino's,"Papa Gino's, Inc. is a restaurant chain based in Dedham, Massachusetts specializing in American-style pizza along with pasta, subs, salads, and a variety of appetizers.  There are over 150 Papa Gino's locations in Connecticut, Maine, Massachusetts, New Hampshire, and Rhode Island."
3021,Tami Steinmetz Center for Peace Research,"Tami Steinmetz Center For Peace Research is an academic research institution of Tel Aviv University which surveys public opinion regarding the Israeli–Palestinian peace process, the Israeli–Palestinian conflict, and the Arab–Israeli conflict."
3022,Quinnipiac University Polling Institute,"The Quinnipiac University Poll is a public opinion polling center based at Quinnipiac University in Connecticut.  It surveys public opinion in Connecticut, Florida, New York, New Jersey, Pennsylvania, Ohio, Virginia, and nationally."
3023,Public Opinion Research,"Public Opinion Research, Inc. is a survey research company with offices in suburban Baltimore, Maryland.  Public Opinion Research, Inc. has been specializing in survey research for over 30 years.  Since 1976, Public Opinion Research, Inc., has been providing survey and market research to over 300 corporations, non-profit organizations, government agencies, public officials and professional associations.  The company conducts public attitude surveys; focus groups; demographic studies and market research for development projects, publications, business groups, banks, communities and country clubs."
3024,Claude E. Robinson,"Claude E. Robinson (1900–1961) was an American pioneer in advertising research and opinion survey research techniques.  Along with George Gallup, he was instrumental in developing many scientific sampling techniques that were later used in Gallup polls and other public opinion research surveys."
3025,Elmo Roper,"Elmo Burns Roper, Jr. (July 31, 1900 in Hebron, Nebraska – April 30, 1971 in Redding, Connecticut) was a pollster known for his pioneering work in market research and opinion polling.  In 1933, he cofounded Cherington, Wood, and Roper, a marketing research firm.  When that partnership fell apart, he founded his own research company, Elmo Roper, Inc.  He was hired by Henry Luce in 1935 to run surveys for ""Fortune"", continuing these surveys for 15 years.  His prediction of Franklin Delano Roosevelt's electoral victory over Alf Landon in 1936 was correct to within 0.9%; his 1940 prediction of Roosevelt's victory was correct to within 0.5%, further solidifying the reputation of Roper's techniques.  In 1940, Roosevelt hired Roper to assess public opinion of Lend-Lease prior to its implementation.  In 1942 he was hired by William Joseph Donovan to be the deputy director of the Office of Strategic Services; Roper subsequently worked with the Office of War Information.  After leaving the OWI he founded the Roper Center for Public Opinion Research at the University of Connecticut in 1947."
3026,Priyankar Upadhaya,"Widely regarded as the Pioneer of Peace studies in India, Professor Priyankar Upadhaya holds the UNESCO Chair for Peace and Intercultural Understanding at Banaras Hindu University(Asia's largest residential university), Varanasi.  He also heads the Malaviya Center for Peace Research situated in the University.  Professor Upadhayaya holds M.Phil.  and Ph.D Degree of Jawaharlal Nehru University.  He also holds Advance International Diploma(s) in Conflict Resolution from the Uppsala University, Sweden.  Prof. Upadhaya has done Post-Doctoral Research at London University and the Woodrow Wilson Centre for International Scholars, Wash DC.  He was selected for the Guest Scholar Award of the Woodrow Wilson Centre of International Scholars at Wash DC 1992, Faculty Research Award, Canadian Govt.  1999 and Senior Fulbright Award in 2004.  Professor Upadhyaya has taught and done research in Political Science & Conflict Resolution in many parts of the world, including Concordia University, Montreal; Ulster University in Northern Ireland, at the Department of Political Science, Karlstad University in Sweden and US Air Force Academy at Colorado Springs.  He has also been Fellow at the Henry L Stimson Center, Wash DC, and recently a Senior Visiting Fellow at the Peace Research Institute (PRIO), Oslo.  Professor Upadhyaya has publications in journals and books from OUP, MUP, CUP, Sage, Ashgate and Routledge among others and research articles in reputed International Journals such as the Denver Journal of International Law & Policy; International Studies (Sage) and Strategic Analysis (Routledge)."
3027,Arab–Israeli conflict,"The Arab–Israeli conflict (Arabic: ‎ , ""Al-Sira'a Al'Arabi Al-Israili "" ‎ ; Hebrew: ‎ , ""Ha'Sikhsukh Ha'Yisraeli-Aravi "" ‎ ) is the political tension, military conflicts and disputes between a number of Arab countries and Israel.  The roots of the modern Arab–Israeli conflict are bound in the rise of Zionism and Arab nationalism towards the end of the 19th century.  Territory regarded by the Jewish people as their historical homeland is also regarded by the Pan-Arab movement as historically and currently belonging to the Palestinians, and in the Pan-Islamic context, as Muslim lands.  The sectarian conflict between Palestinian Jews and Arabs emerged in the early 20th century, peaking into a full-scale civil war in 1947 and transforming into the First Arab–Israeli War in May 1948 following the Israeli Declaration of Independence."
3028,Roper Center for Public Opinion Research,"The Roper Center for Public Opinion Research at Cornell University is one of the world’s leading archives of social science data, specializing in data from public opinion surveys.  The Center’s mission is to collect, preserve, and disseminate public opinion data; to serve as a resource to help improve the practice of survey research; and to broaden the understanding of public opinion through the use of survey data in the United States and abroad.  Founded in 1947 by Elmo Roper, the Roper Center holds data ranging from the 1930s, when survey research was in its infancy, to the present.  Its collection now includes over 22,000 datasets and adds hundreds more each year.  In total, the archive contains responses from millions of individuals on a vast range of topics."
3029,Peace Research Institute Oslo,"The Peace Research Institute Oslo (Norwegian: ""Institutt for fredsforskning"" ; PRIO) is an independent peace and conflict studies research institution, based in Oslo, Norway.  It is regarded as the world's ""oldest and most prominent peace research center.""  It was founded in 1959 by a group of Norwegian researchers led by Johan Galtung, the principal founder of peace and conflict studies, who was the institute's first director.  The ""Journal of Peace Research"", the discipline's preeminent journal, is also published by the institute."
3030,Centre for Public Opinion Research,"Centrum Badania Opinii Społecznej (CBOS) (Centre for Public Opinion Research) is an opinion polling institute in Poland, based in Warsaw.  Originally established in communist Poland in 1982, it has operated as a non-profit public foundation created by a special law since 1997 (""Ustawy o fundacji Centrum Badania Opinii Społecznej z dn.  20 lutego 1997 r., Dz.U.  nr 30, poz.  163"").  Its statutory purpose is to provide data on the population's opinion regarding political and social issues.  Major Polish newspapers and news magazines, such as Gazeta Wyborcza, Rzeczpospolita, and Polityka, regularly commission CBOS to conduct polls.  Apart from its public function, CBOS also conducts commercial market research to help finance its operations."
3031,Khaidi No. 150,"Khaidi No. 150 (English: ""Prisoner No. 150"" ) is an Indian Telugu-language action drama film directed by V. V. Vinayak, and written by AR Murugadoss.  The film features Chiranjeevi and Kajal Aggarwal in the lead roles and marks the former's comeback to acting after 10 years in his 150th film.  It is a remake of the Tamil film ""Kaththi"" (2014) starring Vijay and Samantha Ruth Prabhu, and marks the third entry in Chiranjeevi's successful ""Khaidi"" trilogy.  Principal photography of the film commenced in June 2016 in Hyderabad."
3032,Anand Shankar,"Anand Shankar (Tamil: ஆனந்த் சங்கர் ) is an Indian film director and screenwriter, primarily working in Tamil cinema.  Shankar started his career as an assistant director to Siddharth Anand in ""Anjaana Anjaani"" (2010).  He also assisted producer-director AR Murugadoss in movies such as ""Thuppakki"" and ""7aum Arivu"".  He successfully finished his work as debut director on ""Arima Nambi"" starring Vikram Prabhu and Priya Anand, a Tamil thriller film.  Shankar is currently directing ""Iru Mugan"" starring Vikram, Nayanthara and Nithya Menen."
3033,R. Ajay Gnanamuthu,"R Ajay Gnanamuthu, is an Indian Film Director and Screenwriter working primarily in Tamil Cinema.  He started his career assisting Producer-Filmmaker AR Murugadoss in Tamil films 7aum Arivu and Thuppakki.  In 2015, He Debuted as a Director with his Horror-Thriller film Demonte Colony, which was received well by critics and the audience.  It was declared a SuperHit at the Box-office."
