question,answer,classification,retrieved_context,final_answer,classification_time,decomposition_time,retrieval_time,generation_time,total_time,total_time_without_classification,level
 Who was born first Tom Johnston or Simone Simons?,"Charles Thomas ""Tom"" Johnston",singlehop,"['Charles Thomas ""Tom"" Johnston (born August 15, 1948) is an American musician', 'The album featured guest appearances by Simone Simons while the second disc of the DVD set contained a number of interviews and videos.', 'Tom Johnston, Thomas Johnston or Tommy Johnston may refer to:', 'Twins are two offspring produced by the same pregnancy', 'not by birth, but thanks to the conferment of the Bavarian Military Order of Max Joseph and a patent of nobility', 'At the time of his birth, he was third in line of succession to the British throne, after his father and elder brother, but is currently fifth in line after his father, his elder brother', 'The album featured guest appearances by Simone Simons while the second disc of the DVD set contained a number of interviews and videos.', 'Charles Thomas ""Tom"" Johnston (born August 15, 1948) is an American musician', 'Tom Johnston, Thomas Johnston or Tommy Johnston may refer to:', 'Charles Thomas ""Tom"" Johnston (born August 15, 1948) is an American musician', 'Tom Johnston, Thomas Johnston or Tommy Johnston may refer to:', 'David G. Simons (June 7, 1922 – April 5, 2010) was an American physician turned U.S', 'Charles Thomas ""Tom"" Johnston (born August 15, 1948) is an American musician', 'John Hicks, where they settled in Weymouth', 'Twins can be either ""monozygotic"" (""identical""), meaning that they develop from one zygote, which splits and forms two embryos, or ""dizygotic"" (""fraternal"")', 'She is fourth in line of succession to the British throne, after her paternal grandfather, her father, and her elder brother.', 'Tom Johnston, Thomas Johnston or Tommy Johnston may refer to:', 'Charles Thomas ""Tom"" Johnston (born August 15, 1948) is an American musician']","Tom Johnston was born on August 15, 1948, while Simone Simons was born on June 7, 1922.",3.629436493,0.822843313,2.205524683,3.592444658,10.25024915,6.620812654,medium
"Born in captivity, what lion was introduced into the wild by conservationist George Adamson?",Christian the lion,singlehop,"['He was later reintroduced to the African wild by conservationist George Adamson', 'an orphaned lioness cub they had raised and later released into the wild', 'In 1972, Supercub was a pride member with Christian the lion and other lions being cared for by conservationist George Adamson in the Kora National Reserve in Kenya', 'Christian the lion was a lion born in captivity and purchased by Australian John Rendall and Anthony ""Ace"" Bourke from Harrods department store in London in 1969', 'an orphaned lion cub, to adulthood, and released her into the wilderness of Kenya', 'an orphaned lioness cub they had raised and later released into the wild', 'In 1972, Supercub was a pride member with Christian the lion and other lions being cared for by conservationist George Adamson in the Kora National Reserve in Kenya', 'Supercub was a male lion that was adopted as a cub from the Nairobi National Park Orphanage near Nairobi, Kenya', 'The lion, whose personality was described as ""boisterous"" and ""extroverted"", was dubbed Supercub by Adamson.', 'He was later reintroduced to the African wild by conservationist George Adamson', 'an orphaned lioness cub they had raised and later released into the wild', 'In 1972, Supercub was a pride member with Christian the lion and other lions being cared for by conservationist George Adamson in the Kora National Reserve in Kenya', 'an orphaned lioness cub they had raised and later released into the wild', 'He was later reintroduced to the African wild by conservationist George Adamson', 'an orphaned lion cub, to adulthood, and released her into the wilderness of Kenya', 'Christian the lion was a lion born in captivity and purchased by Australian John Rendall and Anthony ""Ace"" Bourke from Harrods department store in London in 1969', 'an orphaned lioness cub they had raised and later released into the wild', 'The lion, whose personality was described as ""boisterous"" and ""extroverted"", was dubbed Supercub by Adamson.', 'an orphaned lioness cub they had raised and later released into the wild', 'He was later reintroduced to the African wild by conservationist George Adamson', 'an orphaned lion cub, to adulthood, and released her into the wilderness of Kenya', 'an orphaned lion cub, to adulthood, and released her into the wilderness of Kenya', 'an orphaned lioness cub they had raised and later released into the wild', 'He was later reintroduced to the African wild by conservationist George Adamson']",Supercub was introduced into the wild by conservationist George Adamson.,3.671456099,0.87882781,2.03665781,3.57801199,10.16495371,6.49349761,medium
The Critics Group was under the direction of an English folk singer who passed away in what year ?,1989,singlehop,"['The Critics Group, also known as The London Critics Group', 'Directors included Ralph Nelson, Don Medford, Robert Stevens, and Seymour Robbie.  The producer was William Spier.', ""poet, journalist, art critic and theatre and movie actor who is also remembered as one of his country's pioneering directors in the early years of silent film"", 'The Critics Group, also known as The London Critics Group', 'Shirley Elizabeth Collins MBE (born 5 July 1935) is an English folk singer who was a significant contributor to the English Folk Revival of the 1960s and 1970s', ""was a group of people who met to explore 'how best to apply the techniques of folk-music and drama to the folk revival' under the direction of Ewan MacColl and Peggy Seeger"", 'The Critics Group, also known as The London Critics Group', ""poet, journalist, art critic and theatre and movie actor who is also remembered as one of his country's pioneering directors in the early years of silent film"", 'Directors included Ralph Nelson, Don Medford, Robert Stevens, and Seymour Robbie.  The producer was William Spier.', ""poet, journalist, art critic and theatre and movie actor who is also remembered as one of his country's pioneering directors in the early years of silent film"", 'The Critics Group, also known as The London Critics Group', ""poet, journalist, art critic and theatre and movie actor who is also remembered as one of his country's pioneering directors in the early years of silent film"", ""was a group of people who met to explore 'how best to apply the techniques of folk-music and drama to the folk revival' under the direction of Ewan MacColl and Peggy Seeger"", 'The Critics Group, also known as The London Critics Group', 'However, she was an influential figure in the English folk music revival, being a source of songs and musical inspiration for others such as A. L', 'Shirley Elizabeth Collins MBE (born 5 July 1935) is an English folk singer who was a significant contributor to the English Folk Revival of the 1960s and 1970s', 'The Critics Group, also known as The London Critics Group', 'However, she was an influential figure in the English folk music revival, being a source of songs and musical inspiration for others such as A. L']",1935,3.77845645,0.963747025,2.15382123,3.198627949,10.09465265,6.316196203,medium
Which country borders to the south the country in which Beidha is found?,Saudi Arabia,singlehop,"['Beidha (Arabic: البيضا\u200e \u200e ""al-baīḍā"", ""the white one""), also sometimes Bayda, is a major Neolithic archaeological site a few kilometres north of Petra near Siq al-Barid in Jordan', 'It borders Inner Mongolia on the north and Qinghai on the south.  Its central district is Ganzhou, formerly a city of the Western Xia and one of the most important outposts of western China.', 'It is located in Gilgit-Baltistan, Pakistan', ""The country borders Turkmenistan, Uzbekistan, and Kyrgyzstan to the south; Russia to the north; Russia and the Caspian Sea to the west; and China's Xinjiang Uygur Autonomous Region to the east."", 'where it turns south toward the international border', 'It borders Inner Mongolia on the north and Qinghai on the south.  Its central district is Ganzhou, formerly a city of the Western Xia and one of the most important outposts of western China.', 'Beidha (Arabic: البيضا\u200e \u200e ""al-baīḍā"", ""the white one""), also sometimes Bayda, is a major Neolithic archaeological site a few kilometres north of Petra near Siq al-Barid in Jordan', 'It borders Inner Mongolia on the north and Qinghai on the south.  Its central district is Ganzhou, formerly a city of the Western Xia and one of the most important outposts of western China.', 'It is located in Gilgit-Baltistan, Pakistan', 'It borders Inner Mongolia on the north and Qinghai on the south.  Its central district is Ganzhou, formerly a city of the Western Xia and one of the most important outposts of western China.', ""The country borders Turkmenistan, Uzbekistan, and Kyrgyzstan to the south; Russia to the north; Russia and the Caspian Sea to the west; and China's Xinjiang Uygur Autonomous Region to the east."", 'Beidha (Arabic: البيضا\u200e \u200e ""al-baīḍā"", ""the white one""), also sometimes Bayda, is a major Neolithic archaeological site a few kilometres north of Petra near Siq al-Barid in Jordan', 'It is located in Gilgit-Baltistan, Pakistan', 'Beidha (Arabic: البيضا\u200e \u200e ""al-baīḍā"", ""the white one""), also sometimes Bayda, is a major Neolithic archaeological site a few kilometres north of Petra near Siq al-Barid in Jordan', 'Rajasthan to the southwest, and the Pakistan province of Punjab to the west', 'It borders Inner Mongolia on the north and Qinghai on the south.  Its central district is Ganzhou, formerly a city of the Western Xia and one of the most important outposts of western China.', ""The country borders Turkmenistan, Uzbekistan, and Kyrgyzstan to the south; Russia to the north; Russia and the Caspian Sea to the west; and China's Xinjiang Uygur Autonomous Region to the east."", 'Beidha (Arabic: البيضا\u200e \u200e ""al-baīḍā"", ""the white one""), also sometimes Bayda, is a major Neolithic archaeological site a few kilometres north of Petra near Siq al-Barid in Jordan', ""The country borders Turkmenistan, Uzbekistan, and Kyrgyzstan to the south; Russia to the north; Russia and the Caspian Sea to the west; and China's Xinjiang Uygur Autonomous Region to the east."", 'It borders Inner Mongolia on the north and Qinghai on the south.  Its central district is Ganzhou, formerly a city of the Western Xia and one of the most important outposts of western China.', 'where it turns south toward the international border', 'It borders Inner Mongolia on the north and Qinghai on the south.  Its central district is Ganzhou, formerly a city of the Western Xia and one of the most important outposts of western China.', ""The country borders Turkmenistan, Uzbekistan, and Kyrgyzstan to the south; Russia to the north; Russia and the Caspian Sea to the west; and China's Xinjiang Uygur Autonomous Region to the east.""]",China,4.033915043,0.877893448,2.145237923,3.564905405,10.62195182,6.588036776,medium
"Bardolph is the subject for insults by which character, the young Henry V?",Prince Hal,singlehop,"['Bardolph is a fictional character who appears in four plays by William Shakespeare.  He is a thief who forms part of the entourage of Sir John Falstaff', 'The title derives from a line spoken by one of them, Hubert, """"La haine attire la haine!"""" , ""hatred breeds hatred.""', '’  but when ‘Hesiod’ Cooke abused his poetry, Lockman retorted, ‘It may be so; but, thank God!  my name is not at full length in the “Dunciad. ”’', 'Bardolph is a fictional character who appears in four plays by William Shakespeare.  He is a thief who forms part of the entourage of Sir John Falstaff', 'The title derives from a line spoken by one of them, Hubert, """"La haine attire la haine!"""" , ""hatred breeds hatred.""', '’  but when ‘Hesiod’ Cooke abused his poetry, Lockman retorted, ‘It may be so; but, thank God!  my name is not at full length in the “Dunciad. ”’', 'The title derives from a line spoken by one of them, Hubert, """"La haine attire la haine!"""" , ""hatred breeds hatred.""', 'La Haine (] , ""Hate"") is a 1995 French black-and-white crime drama film written, co-edited, and directed by Mathieu Kassovitz', 'Bardolph is a fictional character who appears in four plays by William Shakespeare.  He is a thief who forms part of the entourage of Sir John Falstaff', 'Sir John Falstaff is a fictional character who is mentioned in five plays by William Shakespeare and appears on stage in three of them', 'taken from the diminutive form of his name used in the plays almost exclusively by Falstaff', '’  but when ‘Hesiod’ Cooke abused his poetry, Lockman retorted, ‘It may be so; but, thank God!  my name is not at full length in the “Dunciad. ”’', 'Bardolph is a fictional character who appears in four plays by William Shakespeare.  He is a thief who forms part of the entourage of Sir John Falstaff', 'The title derives from a line spoken by one of them, Hubert, """"La haine attire la haine!"""" , ""hatred breeds hatred.""', 'Bardolph is a fictional character who appears in four plays by William Shakespeare.  He is a thief who forms part of the entourage of Sir John Falstaff', 'Sir John Falstaff is a fictional character who is mentioned in five plays by William Shakespeare and appears on stage in three of them', 'taken from the diminutive form of his name used in the plays almost exclusively by Falstaff', '’  but when ‘Hesiod’ Cooke abused his poetry, Lockman retorted, ‘It may be so; but, thank God!  my name is not at full length in the “Dunciad. ”’', 'Bardolph is a fictional character who appears in four plays by William Shakespeare.  He is a thief who forms part of the entourage of Sir John Falstaff', 'The title derives from a line spoken by one of them, Hubert, """"La haine attire la haine!"""" , ""hatred breeds hatred.""', 'The title derives from a line spoken by one of them, Hubert, """"La haine attire la haine!"""" , ""hatred breeds hatred.""', 'La Haine (] , ""Hate"") is a 1995 French black-and-white crime drama film written, co-edited, and directed by Mathieu Kassovitz']",The young Henry V.,3.607220173,0.705115795,2.307434797,3.749957323,10.36972809,6.762507915,medium
"Who was considered more radical, Ivor Gurney or Wilhelm Reich?",Wilhelm Reich,multihop,"['Reich became known as one of the most radical figures in the history of psychiatry', 'Wilhelm Reich (24 March 1897 – 3 November 1957) was an Austrian psychoanalyst, a member of the second generation of analysts after Sigmund Freud', 'Ivor Bertie Gurney (28 August 1890 – 26 December 1937) was an English poet and composer, particularly of songs.', 'Reich became known as one of the most radical figures in the history of psychiatry', 'with the publication consequently considered either on the left or right of the political spectrum at various stages in its history', 'and eventually resulted in the split between the reformist social-democrats and the revolutionary-minded communists', 'Wilhelm Reich (24 March 1897 – 3 November 1957) was an Austrian psychoanalyst, a member of the second generation of analysts after Sigmund Freud', 'Heinrich Luitpold Himmler (] ; 7 October 1900\xa0– 23 May 1945) was ""Reichsführer"" of the ""Schutzstaffel"" (Protection Squadron; SS), and a leading member of the Nazi Party (NSDAP) of Germany', 'Wilhelm Reich (24 March 1897 – 3 November 1957) was an Austrian psychoanalyst, a member of the second generation of analysts after Sigmund Freud', 'Reich became known as one of the most radical figures in the history of psychiatry', 'Ivor Bertie Gurney (28 August 1890 – 26 December 1937) was an English poet and composer, particularly of songs.', 'Reich became known as one of the most radical figures in the history of psychiatry', 'Wilhelm Reich (24 March 1897 – 3 November 1957) was an Austrian psychoanalyst, a member of the second generation of analysts after Sigmund Freud', 'with the publication consequently considered either on the left or right of the political spectrum at various stages in its history', 'Wilhelm Reich (24 March 1897 – 3 November 1957) was an Austrian psychoanalyst, a member of the second generation of analysts after Sigmund Freud', 'Heinrich Luitpold Himmler (] ; 7 October 1900\xa0– 23 May 1945) was ""Reichsführer"" of the ""Schutzstaffel"" (Protection Squadron; SS), and a leading member of the Nazi Party (NSDAP) of Germany', 'and eventually resulted in the split between the reformist social-democrats and the revolutionary-minded communists', 'Harry Haywood (February 6, 1898 – January 4, 1985) was a leading figure in both the Communist Party of the United States (CPUSA) and the Communist Party of the Soviet Union (CPSU)']",Wilhelm Reich was considered more radical.,3.868110895,0.960699081,2.27335453,3.741091013,10.84325552,6.975144625,medium
"Were both Monsters, Inc. and The Good Dinosaur produced by Pixar animation and released by Walt Disney?",yes,singlehop,"['Monsters, Inc. is a 2001 American computer-animated comedy film produced by Pixar Animation Studios and distributed by Walt Disney Pictures', 'Monsters University is a 2013 American 3D computer-animated comedy film produced by Pixar Animation Studios for Walt Disney Pictures', 'The music for the film was composed by Randy Newman, marking his seventh collaboration with Pixar.  It was the fourteenth feature film produced by Pixar, and is a prequel to 2001\'s ""Monsters, Inc', 'The Good Dinosaur is a 2015 American 3D computer-animated comedy-drama adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures', 'and accompanied the theatrical release of Pixar\'s ""The Good Dinosaur"" on November 25, 2015', 'fantasy film produced by Walt Disney Television Animation', 'Monsters, Inc. is a 2001 American computer-animated comedy film produced by Pixar Animation Studios and distributed by Walt Disney Pictures', 'Monsters University is a 2013 American 3D computer-animated comedy film produced by Pixar Animation Studios for Walt Disney Pictures', 'The music for the film was composed by Randy Newman, marking his seventh collaboration with Pixar.  It was the fourteenth feature film produced by Pixar, and is a prequel to 2001\'s ""Monsters, Inc', 'The music for the film was composed by Randy Newman, marking his seventh collaboration with Pixar.  It was the fourteenth feature film produced by Pixar, and is a prequel to 2001\'s ""Monsters, Inc', 'Monsters, Inc. is a 2001 American computer-animated comedy film produced by Pixar Animation Studios and distributed by Walt Disney Pictures', 'Monsters University is a 2013 American 3D computer-animated comedy film produced by Pixar Animation Studios for Walt Disney Pictures', 'Monsters University is a 2013 American 3D computer-animated comedy film produced by Pixar Animation Studios for Walt Disney Pictures', 'Monsters, Inc. is a 2001 American computer-animated comedy film produced by Pixar Animation Studios and distributed by Walt Disney Pictures', 'The Good Dinosaur is a 2015 American 3D computer-animated comedy-drama adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures', 'and accompanied the theatrical release of Pixar\'s ""The Good Dinosaur"" on November 25, 2015', 'The Good Dinosaur is a 2015 American 3D computer-animated comedy-drama adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures', 'Monsters, Inc. is a 2001 American computer-animated comedy film produced by Pixar Animation Studios and distributed by Walt Disney Pictures', 'Monsters University is a 2013 American 3D computer-animated comedy film produced by Pixar Animation Studios for Walt Disney Pictures', 'fantasy film produced by Walt Disney Television Animation', 'The Good Dinosaur is a 2015 American 3D computer-animated comedy-drama adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures', 'and accompanied the theatrical release of Pixar\'s ""The Good Dinosaur"" on November 25, 2015', 'Monsters University is a 2013 American 3D computer-animated comedy film produced by Pixar Animation Studios for Walt Disney Pictures']","Yes, both Monsters, Inc. and The Good Dinosaur were produced by Pixar animation and released by Walt Disney.",3.648970842,0.749992371,2.20198679,3.835357428,10.43630743,6.787336588,medium
Martin Barrass plays Mike Conrad on a British soap opera created by who?,Kevin Laffan,singlehop,"['Martin Barrass is an English film, television and theatre actor as well as being a DJ on local radio', 'Mike Conrad in Emmerdale and for appearing alongside Berwick Kaler in the annual York Theatre Royal Pantomime every year from 1985 onwards', 'He has starred in many films, and also acted in television series, including ""MacGyver"", ""M*A*S*H,"" ""Charlie\'s Angels"", ""Airwolf"", ""Magnum, P.I', 'Martin Barrass is an English film, television and theatre actor as well as being a DJ on local radio', 'Mike Conrad in Emmerdale and for appearing alongside Berwick Kaler in the annual York Theatre Royal Pantomime every year from 1985 onwards', 'He is perhaps best known for his role as Mike Juhn in the 2007 crime film ""West 32nd"" (2007), directed by Michael Kang.', 'Mike Conrad in Emmerdale and for appearing alongside Berwick Kaler in the annual York Theatre Royal Pantomime every year from 1985 onwards', 'He did thirty years of other TV shows, playing in ""Joan of Arcadia"", ""The Bernie Mac Show"", ""NYPD Blue"", soap operas, ""Mickey Spillane\'s Mike Hammer"" and other movies of the week.', 'Mike Conrad in Emmerdale and for appearing alongside Berwick Kaler in the annual York Theatre Royal Pantomime every year from 1985 onwards', 'Mike Conrad in Emmerdale and for appearing alongside Berwick Kaler in the annual York Theatre Royal Pantomime every year from 1985 onwards', 'Martin Barrass is an English film, television and theatre actor as well as being a DJ on local radio', 'Mike Conrad in Emmerdale and for appearing alongside Berwick Kaler in the annual York Theatre Royal Pantomime every year from 1985 onwards']",The British soap opera created by who? None mentioned in the retrieved context.,3.571690798,1.062205791,2.271208048,3.373260975,10.27836561,6.706674814,medium
"The Hodag Country Festival, founded in 1978 featured Freddy Fender and an American fiddler who gained national fame by appearing on what television series?",Hee Haw,singlehop,"['The show is notable for having been the first television network cooking show.', 'a syndicated television series (1958–60)', '! "", ""Whiz Kids"" as well as appearances in television shows such as ""The Jeffersons"", ""Simon & Simon"" and ""Our House""', 'The Hodag Country Festival, founded in 1978, is an outdoor music festival held each summer in Rhinelander, in Oneida County, Wisconsin, United States', 'Festival Society in partnership with the National Arts Centre', 'It is named for the folkloric Hodag, first reported to exist in 1893 in Rhinelander.', 'a syndicated television series (1958–60)', 'The series was narrated by Rupert Smith.  Although there was no host in the traditional sense the Chief, Bob Taylor, acted as a sort of host for the show.', 'The show is notable for having been the first television network cooking show.', 'He gained national fame hosting the syndicated television music series, ""Pop', 'The show is notable for having been the first television network cooking show.', ""The quality of the music and dance scene was high in and near Gary.  Vivian Carter, founder of VeeJay Records, and The Spaniels, a prominent Doo-wop group, are examples of Gary's musical culture"", 'The Hodag Country Festival, founded in 1978, is an outdoor music festival held each summer in Rhinelander, in Oneida County, Wisconsin, United States', 'The first festival, held August 4–6, 1978, featured Freddy Fender and Jana Jae and had an attendance of about 500']",Jana Jae,3.959475279,0.961652279,2.245280504,3.077449799,10.24385786,6.284382582,medium
What 1960 film was made by someone blacklisted in the McCarthy era?,Never on Sunday,multihop,"['essayist and novelist, blacklisted by the Hollywood movie studios in the 1950s, in the midst of the McCarthy era', 'screenwriter, and novelist, blacklisted during the McCarthy Era and best known for his screenplays for the films ""Back to Bataan"" (1945), ""El Cid"" (1961), and ""The Blue Max"" (1966)', 'Members of the Weavers were blacklisted during the McCarthy Era', 'essayist and novelist, blacklisted by the Hollywood movie studios in the 1950s, in the midst of the McCarthy era', 'Members of the Weavers were blacklisted during the McCarthy Era', 'He was a subject of the Hollywood blacklist in the McCarthy era, and subsequently moved to France, where he revived his career.', 'screenwriter, and novelist, blacklisted during the McCarthy Era and best known for his screenplays for the films ""Back to Bataan"" (1945), ""El Cid"" (1961), and ""The Blue Max"" (1966)', 'essayist and novelist, blacklisted by the Hollywood movie studios in the 1950s, in the midst of the McCarthy era', 'He also worked on films such as ""Around the World in Eighty Days"" (1956), ""The Alamo"" (1960), ""Sodom and Gomorrah"" (1963), ""The Pink Panther"" (1963) and John Frankenheimer\'s ""The Train"" (1964)', 'Members of the Weavers were blacklisted during the McCarthy Era', 'essayist and novelist, blacklisted by the Hollywood movie studios in the 1950s, in the midst of the McCarthy era', 'He was a subject of the Hollywood blacklist in the McCarthy era, and subsequently moved to France, where he revived his career.', 'essayist and novelist, blacklisted by the Hollywood movie studios in the 1950s, in the midst of the McCarthy era', 'screenwriter, and novelist, blacklisted during the McCarthy Era and best known for his screenplays for the films ""Back to Bataan"" (1945), ""El Cid"" (1961), and ""The Blue Max"" (1966)', 'He was a subject of the Hollywood blacklist in the McCarthy era, and subsequently moved to France, where he revived his career.', 'essayist and novelist, blacklisted by the Hollywood movie studios in the 1950s, in the midst of the McCarthy era', 'He was a subject of the Hollywood blacklist in the McCarthy era, and subsequently moved to France, where he revived his career.', 'His advocacy of anti-imperialism, affiliation with communism, and criticism of the United States government caused him to be blacklisted during the McCarthy era.', 'essayist and novelist, blacklisted by the Hollywood movie studios in the 1950s, in the midst of the McCarthy era', 'screenwriter, and novelist, blacklisted during the McCarthy Era and best known for his screenplays for the films ""Back to Bataan"" (1945), ""El Cid"" (1961), and ""The Blue Max"" (1966)', 'He was a subject of the Hollywood blacklist in the McCarthy era, and subsequently moved to France, where he revived his career.', 'Members of the Weavers were blacklisted during the McCarthy Era', 'essayist and novelist, blacklisted by the Hollywood movie studios in the 1950s, in the midst of the McCarthy era', 'He was a subject of the Hollywood blacklist in the McCarthy era, and subsequently moved to France, where he revived his career.']","The 1960 film made by someone blacklisted in the McCarthy era is ""The Alamo"" (1960).",4.139605522,1.337700367,2.177629232,4.196067095,11.85100222,7.711396694,medium
Silvio Meißner was a football midfielder who played for a German sports club that has won the national championship how many times?,five,singlehop,"['Silvio Meißner (born 19 January 1973) is a German former football midfielder who played for VfB Stuttgart in the Bundesliga', 'He was born in Halle, East Germany, and during his early career, he was often played as a striker (for Chemnitzer FC) or as a defender (for Arminia Bielefeld).', 'Souleyman Sané (born 26 February 1961) is a retired Senegalese footballer who played as a striker.  He is the father of Manchester City FC and Germany forward Leroy Sané.', 'In their history they have won the German championship in 1952 and 2003.', 'Bundesliga.  VfB Stuttgart has won the national championship five times, most recently in 2006–07; the DFB-Pokal three times; and the UEFA Intertoto Cup a record three times.', 'the Mongolian Army Sports Club, won the title on numerous occasions during that time', 'Silvio Meißner (born 19 January 1973) is a German former football midfielder who played for VfB Stuttgart in the Bundesliga', 'Bundesliga.  VfB Stuttgart has won the national championship five times, most recently in 2006–07; the DFB-Pokal three times; and the UEFA Intertoto Cup a record three times.', ""The club is best known for its football team which is part of Germany's first division 1.  Bundesliga"", 'Leroy Aziz Sané (] , ] ; born 11 January 1996) is a German professional footballer who plays as a winger for Premier League club Manchester City and the Germany national team.', 'Silvio Meißner (born 19 January 1973) is a German former football midfielder who played for VfB Stuttgart in the Bundesliga', 'In their history they have won the German championship in 1952 and 2003.', 'In their history they have won the German championship in 1952 and 2003.', 'Silvio Meißner (born 19 January 1973) is a German former football midfielder who played for VfB Stuttgart in the Bundesliga', 'Bundesliga.  VfB Stuttgart has won the national championship five times, most recently in 2006–07; the DFB-Pokal three times; and the UEFA Intertoto Cup a record three times.', 'Bundesliga.  VfB Stuttgart has won the national championship five times, most recently in 2006–07; the DFB-Pokal three times; and the UEFA Intertoto Cup a record three times.', 'Silvio Meißner (born 19 January 1973) is a German former football midfielder who played for VfB Stuttgart in the Bundesliga', 'In their history they have won the German championship in 1952 and 2003.']","Silvio Meißner played for VfB Stuttgart, which has won the national championship five times.",3.686094522,0.934824228,2.229872704,3.7725389,10.62333035,6.937235832,medium
When was the railroad opened which is north to the Bates Pond?,1947,singlehop,"['Bates Pond is a 20 acre pond in Carver, Massachusetts.  The pond is located south of Edaville Railroad.  Huckleberry Corner lies along the southern shore of the pond', 'The North Brookfield Railroad in central Massachusetts in the United States was a 4.16 mile railroad opened in 1876', 'The Raleigh and Gaston Railroad was a Raleigh, North Carolina-based railroad opened in April 1840 between Raleigh and the town of Gaston, North Carolina, on the Roanoke River', 'The first railroad in Philadelphia was the Philadelphia, Germantown and Norristown Railroad, opened in 1832 north to Germantown', ""It was North Carolina's second railroad (the Wilmington and Raleigh Railroad opened one month earlier).  The length was 100 mi and built with gauge."", 'Originally constructed by the Frederick and Pennsylvania Line Railroad Company (F&PL).  Construction began in late 1871, and continued until July 1872 when the railroad opened that year', 'Bates Pond is a 20 acre pond in Carver, Massachusetts.  The pond is located south of Edaville Railroad.  Huckleberry Corner lies along the southern shore of the pond', 'into Carpenter Lake of Tyaughton Creek (E) and Gun Creek (W)', 'The Raleigh and Gaston Railroad was a Raleigh, North Carolina-based railroad opened in April 1840 between Raleigh and the town of Gaston, North Carolina, on the Roanoke River', ""It was North Carolina's second railroad (the Wilmington and Raleigh Railroad opened one month earlier).  The length was 100 mi and built with gauge."", 'And there is also a connection/delivery track to the Nashville and Eastern Railroad which connects the Tennessee Central Railroad Museum to a major railroad', 'The North Brookfield Railroad in central Massachusetts in the United States was a 4.16 mile railroad opened in 1876', '16 mile railroad opened in 1876.  It connected North Brookfield to the Boston and Albany main line at East Brookfield', 'Bates Pond is a 20 acre pond in Carver, Massachusetts.  The pond is located south of Edaville Railroad.  Huckleberry Corner lies along the southern shore of the pond', 'The first railroad in Philadelphia was the Philadelphia, Germantown and Norristown Railroad, opened in 1832 north to Germantown', 'At the same time, the north-south leg of the Philadelphia City Railroad opened, running south along Broad Street from the Philadelphia and Columbia.', 'Philadelphia was an early railroad hub, with lines from all over meeting in Philadelphia', 'Originally constructed by the Frederick and Pennsylvania Line Railroad Company (F&PL).  Construction began in late 1871, and continued until July 1872 when the railroad opened that year', ""It was North Carolina's second railroad (the Wilmington and Raleigh Railroad opened one month earlier).  The length was 100 mi and built with gauge."", 'The North Brookfield Railroad in central Massachusetts in the United States was a 4.16 mile railroad opened in 1876', ""It was North Carolina's second railroad (the Wilmington and Raleigh Railroad opened one month earlier).  The length was 100 mi and built with gauge."", 'The Raleigh and Gaston Railroad was a Raleigh, North Carolina-based railroad opened in April 1840 between Raleigh and the town of Gaston, North Carolina, on the Roanoke River', 'The North Brookfield Railroad in central Massachusetts in the United States was a 4.16 mile railroad opened in 1876']",The Edaville Railroad is north to Bates Pond.,3.673894644,0.661051512,2.211863995,3.884954691,10.43176484,6.757870197,medium
