question,answer,classification,retrieved_context,final_answer,classification_time,decomposition_time,retrieval_time,generation_time,total_time,total_time_without_classification,level
"Who was born first, George Kisevalter or Oleg Penkovsky?",George Kisevalter,singlehop,"['his elder brother, and his nephew and niece, George and Charlotte', 'Dylan McIlrath (born April 20', 'George Stambolian (born April 10, 1938 – December 22, 1991, New York City) was an American educator, writer, and editor of Armenian descent', 'George Kisevalter (4 April 1910 – October 1997) was an American operations officer of the CIA, who handled Major Pyotr Popov, the first Soviet GRU officer run by the CIA, and Colonel Oleg Penkovsky.', 'George Oleg Pocheptsov VII (born January 29, 1992) is an American painter, draughtsman and entrepreneur.', 'George Stambolian (born April 10, 1938 – December 22, 1991, New York City) was an American educator, writer, and editor of Armenian descent']",George Kisevalter was born first.,3.640082836,0.687890291,1.218297005,3.006730795,8.553000927,4.912918091,hard
"Which genus has more species, Echium or Ptilotus?",Ptilotus,singlehop,"['Echium is a genus of 60 species of flowering plant in the family Boraginaceae.', 'The number of species has long been debated, but two in western North America and two to four in eastern Asia are commonly acknowledged', 'The other five species are ""Cyathea crassa"", ""Cyathea grevilleana"", ""Cyathea portoricensis"" and ""Cyathea tussacii""', 'The other five species are ""Cyathea crassa"", ""Cyathea grevilleana"", ""Cyathea portoricensis"" and ""Cyathea tussacii""', 'This is a list of the currently recognized species in the genus ""Ptilotus""', 'Echium is a genus of 60 species of flowering plant in the family Boraginaceae.', 'This is a list of the currently recognized species in the genus ""Ptilotus""', 'Ptilotus R.Br.  is a genus of approximately 110 species of annual and perennial herbs and shrubs in the family Amaranthaceae', 'The number of species has long been debated, but two in western North America and two to four in eastern Asia are commonly acknowledged', 'This is a list of the currently recognized species in the genus ""Ptilotus""', 'Echium is a genus of 60 species of flowering plant in the family Boraginaceae.']",Ptilotus has more species (approximately 110) than Echium (60).,3.5471313,0.837118387,1.125629902,3.339896202,8.849775791,5.302644491,hard
How many cylinders are in the engine of the hatchback revealed by Honda at the 1997 Tokyo Motor Show?,inline-four cylinder engine,singlehop,"[""The Honda J-VX was the first hybrid sports car concept to employ Honda's Integrated Motor Assist electric hybrid system and was initially unveiled at the Tokyo Motor Show in October, 1997"", 'Introduced at the 1997 Tokyo Motor Show.  The vehicle was a successor to the 360 taking many design elements from the vehicle even a similar grille', 'The Honda Capa, with the Honda series code GA4 and GA6, is a supermini MPV five-door hatchback produced by Honda between 1998 and 2002', 'It was introduced at the 1997 Tokyo Motor Show as the concept car ""J-MW.""  It was introduced for retail sale April 24, 1998.  The only engine the Capa had was the 98 hp 1', 'Introduced at the 1997 Tokyo Motor Show.  The vehicle was a successor to the 360 taking many design elements from the vehicle even a similar grille', 'The Honda Capa, with the Honda series code GA4 and GA6, is a supermini MPV five-door hatchback produced by Honda between 1998 and 2002', 'The only engine the Capa had was the 98 hp 1.5L Honda engine, the D15B, with either a 4-speed automatic transmission (front-wheel drive only) or a CVT called ""Multimatic S""', 'Introduced at the 1997 Tokyo Motor Show.  The vehicle was a successor to the 360 taking many design elements from the vehicle even a similar grille', 'The Honda D series inline-four cylinder engine is used in a variety of compact models, most commonly the Honda Civic, CRX, Logo, Stream, and first-generation Integra']",The Honda Capa had an engine that was a 1.5L Honda D15B inline-four cylinder engine.,3.917521715,1.016456127,1.289572239,3.506867886,9.730417967,5.812896252,hard
Mike Gibbons and Stanley Ketchel were both what type of people?,boxer,singlehop,"['He also faced the likes of Harry Greb, Gene Tunney and Mike Gibbons', ""Mike Gibbons (born April 9, 1955) is an American ice hockey coach.  Since 2007, Gibbons has been an assistant coach with the St. Cloud State Huskies men's ice hockey team."", ""The brother of heavyweight Tommy Gibbons, Mike claimed Middleweight Champion of the World status in 1909 following Stanley Ketchel's murder"", ""The brother of heavyweight Tommy Gibbons, Mike claimed Middleweight Champion of the World status in 1909 following Stanley Ketchel's murder"", 'He also faced the likes of Harry Greb, Gene Tunney and Mike Gibbons', ""The brother of heavyweight Tommy Gibbons, Mike claimed Middleweight Champion of the World status in 1909 following Stanley Ketchel's murder"", ""including Mike O'Dowd, Johnny Ertel, Mike Gibbons and, also, trained Mike’s brother Tommy Gibbons, the Ring Boxing and International Boxing Hall of Fame"", 'He also faced the likes of Harry Greb, Gene Tunney and Mike Gibbons', 'He also faced the likes of Harry Greb, Gene Tunney and Mike Gibbons', ""The brother of heavyweight Tommy Gibbons, Mike claimed Middleweight Champion of the World status in 1909 following Stanley Ketchel's murder""]",Boxers,3.405058146,0.854246378,1.206448317,2.949863911,8.415616751,5.010558605,hard
"Jeffrey Combs who starred in the ""Night of the Living Dead 3D"" prequel, also appeared in what science fiction franchise?","""Star Trek""",singlehop,"['Jeffrey Alan Combs (born September 9', 'It stars Andrew Divoff (also a co-producer), Jeffrey Combs, Sarah Lieving and Denice Duff.', 'Night of the Living Dead 3D: Re-Animation is a 2012 horror film prequel to the 2006 film, ""Night of the Living Dead 3D""', 'Night of the Living Dead 3D or Night of the Living DE3D is a 2006 horror film made in 3D.  It is the second remake of the 1968 horror classic ""Night of the Living Dead""', 'Jeffrey Alan Combs (born September 9', 'It stars Andrew Divoff (also a co-producer), Jeffrey Combs, Sarah Lieving and Denice Duff.', 'Night of the Living Dead 3D: Re-Animation is a 2012 horror film prequel to the 2006 film, ""Night of the Living Dead 3D""', 'It stars Andrew Divoff (also a co-producer), Jeffrey Combs, Sarah Lieving and Denice Duff.', 'Jeffrey Alan Combs (born September 9']",Star Trek,3.833479166,1.473970652,1.231423378,2.895654202,9.434527397,5.601048231,hard
Who played three seasons of college basketball for Georgetown and was later given the Dave Gavitt Trophy?,Jeff Green,singlehop,"['James Colliflower – a 1906 Georgetown graduate who played for Georgetown while at law school and then had coached the team for three seasons from 1911 to 1914 – returned to coach the team for one', 'Georgetown was an independent and played its home games at Ryan Gymnasium on the Georgetown campus in Washington, D.C. and finished the season with a record of 11-3.', ""The 1949–50 Georgetown Hoyas men's basketball team represented Georgetown University during the 1949-50 NCAA Division I college basketball season"", 'James Colliflower – a 1906 Georgetown graduate who played for Georgetown while at law school and then had coached the team for three seasons from 1911 to 1914 – returned to coach the team for one', ""The 1921–22 Georgetown Hoyas men's basketball team represented Georgetown University during the 1921-22 NCAA Division I college basketball season"", ""The 1949–50 Georgetown Hoyas men's basketball team represented Georgetown University during the 1949-50 NCAA Division I college basketball season"", ""The 1921–22 Georgetown Hoyas men's basketball team represented Georgetown University during the 1921-22 NCAA Division I college basketball season"", ""The 1949–50 Georgetown Hoyas men's basketball team represented Georgetown University during the 1949-50 NCAA Division I college basketball season"", 'Georgetown was an independent and played its home games at Ryan Gymnasium on the Georgetown campus in Washington, D.C. and finished the season with a record of 11-3.']",James Colliflower played three seasons of college basketball for Georgetown and was later given the Dave Gavitt Trophy.,3.901254892,0.753399849,1.081326723,3.383267879,9.119249344,5.217994452,hard
When did the film with an appearance from Lena Maria Jonna Olin begin production in Germany?,Sep-07,singlehop,"['Production began in Germany in September 2007, and the film opened in limited release on December 10, 2008.', 'The German-language production was filmed in Hamburg.', 'The film was produced in an English and a German version, starring different actors in the lead roles but otherwise featuring an almost identical cast and crew', 'Production began in Germany in September 2007, and the film opened in limited release on December 10, 2008.', 'Lena Maria Jonna Olin (born 22 March 1955) is a Swedish actress', 'The German-language production was filmed in Hamburg.', 'Lena Maria Jonna Olin (born 22 March 1955) is a Swedish actress', 'Lena Maria Jonna Olin (born 22 March 1955) is a Swedish actress', 'It was a West German/French/Italian international co-production and the last film directed by Fritz Lang.  It starred Peter van Eyck, Dawn Addams and Gert Fröbe']",Sep-07,3.826014519,0.839059114,1.22517848,2.916656494,8.806908607,4.980894088,hard
"Who is older, Dan Andriano or Hansi Kürsch?",Hansi Kürsch,singlehop,"['in which he serves as one of the main composers with other co-founder Hansi Kürsch', ""Ten musicians have been a part of the band's line-up in its history, which has consisted of singer Hansi Kürsch, guitarists André Olbrich and Marcus Siepen, and drummer Frederik Ehmke since 2005."", 'Hans Jürgen Kürsch, better known as Hansi Kürsch (born 10 August 1966 in Lank-Latum/Meerbusch, Germany), is a German musician best known for being the co-founder, lead vocalist, co-composer', 'in which he serves as one of the main composers with other co-founder Hansi Kürsch', 'Hans Jürgen Kürsch, better known as Hansi Kürsch (born 10 August 1966 in Lank-Latum/Meerbusch, Germany), is a German musician best known for being the co-founder, lead vocalist, co-composer', ""Ten musicians have been a part of the band's line-up in its history, which has consisted of singer Hansi Kürsch, guitarists André Olbrich and Marcus Siepen, and drummer Frederik Ehmke since 2005."", 'Hans Jürgen Kürsch, better known as Hansi Kürsch (born 10 August 1966 in Lank-Latum/Meerbusch, Germany), is a German musician best known for being the co-founder, lead vocalist, co-composer', 'in which he serves as one of the main composers with other co-founder Hansi Kürsch', 'Hans Jürgen Kürsch, better known as Hansi Kürsch (born 10 August 1966 in Lank-Latum/Meerbusch, Germany), is a German musician best known for being the co-founder, lead vocalist, co-composer', 'in which he serves as one of the main composers with other co-founder Hansi Kürsch']",Dan Andriano is older than Hansi Kürsch.,3.694630146,0.710289001,1.260405779,3.321663857,8.986988783,5.292358637,hard
from what country is the player who won the 36th Toulon Tournament?,Argentine-born Italian,singlehop,"['The 2007 Toulon Tournament was the 35th edition of the Toulon Tournament, and was held from 31 May to 9 June.  It was won by France, after they beat China 3-1 in the final.', 'The 2017 Toulon Tournament (officially French: 45ème Festival International Espoirs Provence – Tournoi Maurice Revello ) was the 45th edition of the Toulon Tournament', 'The 2016 Toulon Tournament was the 44th edition of the Toulon Tournament.  It took place 18–29 May 2016.  The tournament was used by several teams as preparation for the 2016 Summer Olympics', 'The 2007 Toulon Tournament was the 35th edition of the Toulon Tournament, and was held from 31 May to 9 June.  It was won by France, after they beat China 3-1 in the final.', 'The 2008 Toulon Tournament was the 36th edition of the Toulon Tournament, and was held from 20 May to 29 May 2008', 'The 2007 Toulon Tournament was the 35th edition of the Toulon Tournament, and was held from 31 May to 9 June.  It was won by France, after they beat China 3-1 in the final.', 'The 2016 Toulon Tournament was the 44th edition of the Toulon Tournament.  It took place 18–29 May 2016.  The tournament was used by several teams as preparation for the 2016 Summer Olympics']",France,3.488883018,1.076615334,1.321331263,3.008171558,8.895001173,5.406118155,hard
What party is the governor who Karen Jackson served as Deputy Secretary of Technology under?,Democrat,singlehop,"[""The Secretary of Technology is a member of the Virginia Governor's Cabinet.  The office is currently held by Karen Jackson"", 'Karen Rollins Jackson (born November 21, 1965) is the current Virginia Secretary of Technology, having been appointed in 2014 by Governor Terry McAuliffe', 'She previously served from 2009 to 2014 as Deputy Secretary of Technology under Governors Tim Kaine and Bob McDonnell.  Jackson was born in Newport News, Virginia and was raised in Poquoson', 'She previously served from 2009 to 2014 as Deputy Secretary of Technology under Governors Tim Kaine and Bob McDonnell.  Jackson was born in Newport News, Virginia and was raised in Poquoson', ""The Secretary of Technology is a member of the Virginia Governor's Cabinet.  The office is currently held by Karen Jackson"", 'Karen Rollins Jackson (born November 21, 1965) is the current Virginia Secretary of Technology, having been appointed in 2014 by Governor Terry McAuliffe', ""The Secretary of Technology is a member of the Virginia Governor's Cabinet.  The office is currently held by Karen Jackson"", 'Karen Rollins Jackson (born November 21, 1965) is the current Virginia Secretary of Technology, having been appointed in 2014 by Governor Terry McAuliffe', 'The office is currently held by Karen Jackson.  The Secretary oversees the Virginia Information Technologies Agency and Virginia Center for Innovative Technology.', 'Karen Rollins Jackson (born November 21, 1965) is the current Virginia Secretary of Technology, having been appointed in 2014 by Governor Terry McAuliffe', ""The Secretary of Technology is a member of the Virginia Governor's Cabinet.  The office is currently held by Karen Jackson"", 'She previously served from 2009 to 2014 as Deputy Secretary of Technology under Governors Tim Kaine and Bob McDonnell.  Jackson was born in Newport News, Virginia and was raised in Poquoson']",Governors Tim Kaine and Bob McDonnell.,3.515471935,0.794899702,1.108857632,3.306492567,8.725721836,5.210249901,hard
From which city did the Cabaret Cartoon artist get his Mancunian accent from?,"Manchester, in North West England",singlehop,"['It was a spin-off from the series ""Cabaret"".  Its distinctive feature was that English artist Harry Rutherford (190385) drew cartoon sketches of the performers during the broadcast', ""Tootsie's Cabaret, Temptations Cabaret, Downtown Cabaret, Cabaret North, Cabaret East, Silver City, Vivid Cabaret, and XTC Cabaret"", 'Cabaret Cartoons was a live light entertainment series broadcast by BBC Television 193639 and 1946.  It was a spin-off from the series ""Cabaret""']",London,3.592520952,0.927018881,1.190677166,2.806158304,8.516375303,4.923854351,hard
Johnny Narron is a friend of this center fielder whom he helped in his recovery from drug addiction who won the MVP award in what year?,2010,multihop,"['7\xa0kg).  He was the uncle of Major League catcher, coach and manager Jerry Narron and MLB coach Johnny Narron, and the grandfather of pitcher Sam Narron.', 'He is a confidant and friend of center fielder Josh Hamilton and temporarily acted as an ""accountability partner"" to help Hamilton in his recovery from drug addiction.', 'Samuel Woody Narron (August 25, 1913 – December 31, 1996) was an American Major League Baseball player and coach', '7\xa0kg).  He was the uncle of Major League catcher, coach and manager Jerry Narron and MLB coach Johnny Narron, and the grandfather of pitcher Sam Narron.', 'He was elected to the U.S. National Baseball Hall of Fame in 2006.', 'He is a confidant and friend of center fielder Josh Hamilton and temporarily acted as an ""accountability partner"" to help Hamilton in his recovery from drug addiction.', '7\xa0kg).  He was the uncle of Major League catcher, coach and manager Jerry Narron and MLB coach Johnny Narron, and the grandfather of pitcher Sam Narron.']",2010,4.395190954,1.027625322,1.222233772,2.947846413,9.592896461,5.197705507,hard
Are both Justin Currie and Kyo Japanese singers?,no,singlehop,"[""He is also the co-writer, with Currie, of many of the group's songs."", ""The band grew out of Justin Currie's Jordanhill College School band and came together after a teenaged Currie placed an advertisement in the window of a music store asking for people who could play"", 'Justin Robert Currie (born 11 December 1964) is a Scottish singer and songwriter, best known as a founding member of the band Del Amitri and, along with Iain Harvie', ""He is also the co-writer, with Currie, of many of the group's songs."", ""He is also the co-writer, with Currie, of many of the group's songs."", 'Kyo (京 , Kyō ) is a Japanese musician, poet and singer-songwriter.  He is best known as the vocalist of the metal band Dir en grey', ""The band grew out of Justin Currie's Jordanhill College School band and came together after a teenaged Currie placed an advertisement in the window of a music store asking for people who could play""]",Justin Currie is not Japanese. Kyo is Japanese.,3.60231638,0.625358582,1.28510499,3.38157773,8.894357681,5.292041301,hard
"Which band released ""Perfect Day,"" which appears on the 2011 American black comedy film directed by Seth Gordon? ",The Constellations,singlehop,"[""The film is director Seth Gordon's first studio feature film.  The DVD and Blu-ray Disc was released on November 24, 2009."", 'The film was released in March 20, 2011.', 'It was directed by Dan Cutforth and Jane Lipsitz and released in the United States, Canada, the UK, and Ireland on July 5, 2012.', 'It was released in the United States on July 1, 2011 .', ""The song is featured twice on the film's soundtrack album, as the first track and reprised as the final track, including three instrumental versions."", 'It was released in the United States on July 1, 2011 .', 'The film was released in March 20, 2011.', 'It was directed by Dan Cutforth and Jane Lipsitz and released in the United States, Canada, the UK, and Ireland on July 5, 2012.', 'The film was released in March 20, 2011.']",Huey Lewis and the News.,3.863560677,1.110124111,1.184206009,3.055981398,9.213872194,5.350311517,hard
Was Domo TV or Kappa Mikey MTV's first acquisition?,Kappa Mikey,singlehop,"['The first season of the animated television series ""Kappa Mikey"", created by Larry Schwarz, originally aired on the Nicktoons Network channel in the United States.', 'The second season of the animated television series ""Kappa Mikey"", created by Larry Schwarz, originally aired on the Nicktoons Network channel in the United States.', 'It was the Nickelodeon brand\'s first Japanese project and the second series after ""Kappa Mikey"" to be branded as a Nicktoons Network original program.', 'It was the Nickelodeon brand\'s first Japanese project and the second series after ""Kappa Mikey"" to be branded as a Nicktoons Network original program.', 'It was the Nickelodeon brand\'s first Japanese project and the second series after ""Kappa Mikey"" to be branded as a Nicktoons Network original program.', 'It was the Nickelodeon brand\'s first Japanese project and the second series after ""Kappa Mikey"" to be branded as a Nicktoons Network original program.']",Domo TV was MTV's first acquisition.,3.666572809,1.060859203,1.267470837,3.047191381,9.042094231,5.375521422,hard
"Which star of ""Get on Up"" was also in ""The Blues Brothers""?",Dan Aykroyd,singlehop,"['I. Blues"" where he appeared opposite Elvis Presley.  He was the twin brother of late fellow film/TV actor William Hudson.', 'A musical sketch he performed with John Belushi on ""SNL"", The Blues Brothers, turned into an actual performing band and then a highly successful 1980 film, also called ""The Blues Brothers"".', 'He is best known for being the keyboardist/pianist for the Blues Brothers in the 1980 film ""The Blues Brothers"", a role he reprised in the sequel, ""Blues Brothers 2000"".', 'He is best known for being the keyboardist/pianist for the Blues Brothers in the 1980 film ""The Blues Brothers"", a role he reprised in the sequel, ""Blues Brothers 2000"".', 'It is a soundtrack album to the 1998 film, ""Blues Brothers 2000"", the sequel to the 1980 film, ""The Blues Brothers""', 'A musical sketch he performed with John Belushi on ""SNL"", The Blues Brothers, turned into an actual performing band and then a highly successful 1980 film, also called ""The Blues Brothers"".', 'I. Blues"" where he appeared opposite Elvis Presley.  He was the twin brother of late fellow film/TV actor William Hudson.', 'He is best known for being the keyboardist/pianist for the Blues Brothers in the 1980 film ""The Blues Brothers"", a role he reprised in the sequel, ""Blues Brothers 2000"".', 'A musical sketch he performed with John Belushi on ""SNL"", The Blues Brothers, turned into an actual performing band and then a highly successful 1980 film, also called ""The Blues Brothers"".', 'A musical sketch he performed with John Belushi on ""SNL"", The Blues Brothers, turned into an actual performing band and then a highly successful 1980 film, also called ""The Blues Brothers"".', ""Best of the Blues Brothers is the fourth and final Blues Brothers album released before John Belushi's death in 1982.  It is a compilation album released by Atlantic Records on November 30, 1981""]",Dan Aykroyd.,3.904736042,0.98385334,1.339523077,3.277356625,9.505469084,5.600733042,hard
The first general strike in the United States was largely organized by the largest and one of the most important 1880's what?,American labor organizations,singlehop,"['who had called for a general strike in the event that any worker was drafted against their will', 'calling for a general strike and otherwise advocated revolutionary', 'The Seattle General Strike Project is a multimedia initiative to chronicle the Seattle General Strike, the first general strike in the United States', 'calling for a general strike and otherwise advocated revolutionary', 'who had called for a general strike in the event that any worker was drafted against their will', 'The Seattle General Strike Project is a multimedia initiative to chronicle the Seattle General Strike, the first general strike in the United States', 'who had called for a general strike in the event that any worker was drafted against their will', 'The Seattle General Strike Project is a multimedia initiative to chronicle the Seattle General Strike, the first general strike in the United States', 'calling for a general strike and otherwise advocated revolutionary', ""1918, Canada's first General Strike ever"", 'who had called for a general strike in the event that any worker was drafted against their will']",1880's.,3.756358147,0.899423838,1.174878597,2.932844639,8.76350522,5.007147073,hard
Which University was founded first University of Chicago or New York University ?,University of Chicago,singlehop,"['The University of Chicago (U of C, Chicago, or UChicago) is a private research university in Chicago, Illinois established in 1890', 'New York University (NYU) is a private nonprofit research university based in New York City', ""Founded in 1831, NYU's main campus is centered in Manhattan, located with its core in Greenwich Village, and campuses based throughout New York City."", 'The University of Chicago (U of C, Chicago, or UChicago) is a private research university in Chicago, Illinois established in 1890', 'Northern Illinois University, the University of Illinois, Western Michigan University, Stanford University, University of Michigan, and Syracuse University', ""Founded in 1831, NYU's main campus is centered in Manhattan, located with its core in Greenwich Village, and campuses based throughout New York City."", 'New York University (NYU) is one of the world’s premier residential research and teaching institutions.  NYU has been one of the most influential universities in the world', 'New York University (NYU) is a private nonprofit research university based in New York City', 'New York University (NYU) is one of the world’s premier residential research and teaching institutions.  NYU has been one of the most influential universities in the world']",New York University.,3.65556097,1.009348154,1.098809958,2.941459417,8.705178499,5.049617529,hard
Where did the company expand that produced 40 million varieties of watches?,"Marin-Epagnier/Neuchâtel, Switzerland",singlehop,"['and the American Watch Co., produced about 40 million watches, clocks, speedometers, compasses, time fuses, and other precision instruments between 1850 and 1957', 'K. by Édouard Bovet.  It is most noted for its pocket watches manufactured for the Chinese market in the 19th century.  Today it produces high-end artistic watches (priced between US$18,000 and $2', 'From the late 1970s to the late 1980s, Concord produced what would become some of the most marketed and respected luxury quartz watches on the market', 'and the American Watch Co., produced about 40 million watches, clocks, speedometers, compasses, time fuses, and other precision instruments between 1850 and 1957', 'Founded in 1908, Concord was purchased in 1970 by the North American Watch Company, which also distributed the Piaget and Corum lines of watches', 'K. by Édouard Bovet.  It is most noted for its pocket watches manufactured for the Chinese market in the 19th century.  Today it produces high-end artistic watches (priced between US$18,000 and $2', 'From the late 1970s to the late 1980s, Concord produced what would become some of the most marketed and respected luxury quartz watches on the market', 'Founded in 1908, Concord was purchased in 1970 by the North American Watch Company, which also distributed the Piaget and Corum lines of watches', 'Bovet watches were also among the first to include a second hand while the company has a tradition of employing women artisans, which is rare for traditional watch making companies in Europe', 'and the American Watch Co., produced about 40 million watches, clocks, speedometers, compasses, time fuses, and other precision instruments between 1850 and 1957']",The company that produced 40 million varieties of watches is the American Watch Co.,3.684136629,0.71423912,1.283186197,3.342692614,9.02425456,5.340117931,hard
What position does Presidential Food Service and First Family of the United States have in common?,head,singlehop,"['Presidential Food Service provides worldwide food service, security and personal support to the President and First Family', 'However, other close relatives of the President and First Lady, such as parents, grandchildren, stepchildren, and in-laws', 'Members of the First Family consist of the President, the First Lady of the United States, and any of their children', 'Presidential Food Service provides worldwide food service, security and personal support to the President and First Family', 'The First Family of the United States (FFOTUS) is the official title for the family of the President of the United States, who is both head of state and head of government of the United States', 'Members of the First Family consist of the President, the First Lady of the United States, and any of their children', 'Presidential Food Service provides worldwide food service, security and personal support to the President and First Family', 'Members of the First Family consist of the President, the First Lady of the United States, and any of their children', 'However, other close relatives of the President and First Lady, such as parents, grandchildren, stepchildren, and in-laws', 'Presidential Food Service provides worldwide food service, security and personal support to the President and First Family', 'However, other close relatives of the President and First Lady, such as parents, grandchildren, stepchildren, and in-laws', 'Members of the First Family consist of the President, the First Lady of the United States, and any of their children']",The President and First Family.,3.654009342,0.923099518,1.126318693,3.067527771,8.770955324,5.116945982,hard
Are Bae Woo-hee and Gary Louris both singers ?,yes,singlehop,"['Bae Woo-hee (born November 21, 1991), better known mononym Woohee, is a South Korean singer, songwriter and actress.  She is best known as a member of the South Korean girl group Dal Shabet.', 'James Karen, and Lou Cutell', 'Young-Hee Chan is a classical double-bassist and professor', 'Bae Woo-hee (born November 21, 1991), better known mononym Woohee, is a South Korean singer, songwriter and actress.  She is best known as a member of the South Korean girl group Dal Shabet.', 'Kim Chung-ha (born Kim Chan-mi on February 9, 1996), better known by the mononym Chungha, is a South Korean singer', 'Young-Hee Chan is a classical double-bassist and professor', 'Bae Woo-hee (born November 21, 1991), better known mononym Woohee, is a South Korean singer, songwriter and actress.  She is best known as a member of the South Korean girl group Dal Shabet.', ""Louris is often credited with the band's subsequent move from folk-country toward a more progressive, pop sound.""]",Yes.,3.591766596,0.791791201,1.276768446,2.904537678,8.56486392,4.973097324,hard
Bédogo-Nabiga is a village in the landlocked country that has what population?,17.3 million,singlehop,"['Bédogo-Nabiga is a village in the Kombissiri Department of Bazèga Province in central Burkina Faso.  The village has a population of 543.', 'Bikpakpaam are also found in the republic of Togo, a sister West African country to Ghana.  In Togo Bikpakpaam reside mainly in the Kara, Central and Plateaux Regions.  Guerin Kouka (a.k.a', 'as in Northumbria, or the West Country', 'Bédogo-Nabiga is a village in the Kombissiri Department of Bazèga Province in central Burkina Faso.  The village has a population of 543.', '5% of the Total population of Ghana.  Saboba (Chabob) in the Northern Region of Ghana is the capital town of all Bikpakpaam in Ghana', 'Mali is the eighth-largest country in Africa, with an area of just over 1240000 sqkm .  The population of Mali is /1e6 round 1\xa0million.  Its capital is Bamako', 'as in Northumbria, or the West Country', 'Bédogo-Nabiga is a village in the Kombissiri Department of Bazèga Province in central Burkina Faso.  The village has a population of 543.']",The village has a population of 543.,3.595125437,0.989210129,1.184562683,3.121095419,8.889993668,5.294868231,hard
Beautiful Losers and American Harmony are both what?,documentary,singlehop,"['Beautiful Losers is the second and final novel by Canadian writer and musician Leonard Cohen.  It was published in 1966, before he began his career as a singer-songwriter.', 'Beautiful Losers is a 2008 documentary filmed by director Aaron Rose and co-directed by Joshua Leonard', 'Ranging from the self-deprecating-schoolboy tale of lost love in the album\'s global chart-topping single ""Beautiful Girls"" to the much deeper ""Dry Your Eyes""', 'Beautiful Losers is the second and final novel by Canadian writer and musician Leonard Cohen.  It was published in 1966, before he began his career as a singer-songwriter.', 'Beautiful Losers is the second and final novel by Canadian writer and musician Leonard Cohen.  It was published in 1966, before he began his career as a singer-songwriter.']",Novels,3.586453438,0.787245989,1.136197329,2.866825104,8.376721859,4.790268421,hard
What medal did Kubrat Pulev win after beating Roman Kapitonenko in the semifinal at the 2008 European Championships?,gold,singlehop,"['He beat Vladimir Prusa and Yousef Abdelghani before losing his semifinal 4:6 to Kubrat Pulev.', 'Tervel Venkov Pulev (Bulgarian: Тервел Венков Пулев ) born 10 January 1983) is a Bulgarian boxer.  He is the younger brother of European Super Heavyweight champion Kubrat Pulev', 'Kubrat Venkov Pulev (Bulgarian: Кубрат Венков Пулев ; born 4 May 1981) is a Bulgarian professional boxer', 'Kubrat Venkov Pulev (Bulgarian: Кубрат Венков Пулев ; born 4 May 1981) is a Bulgarian professional boxer', 'Tervel Venkov Pulev (Bulgarian: Тервел Венков Пулев ) born 10 January 1983) is a Bulgarian boxer.  He is the younger brother of European Super Heavyweight champion Kubrat Pulev', 'Kubrat Venkov Pulev (Bulgarian: Кубрат Венков Пулев ; born 4 May 1981) is a Bulgarian professional boxer']",Kubrat Pulev won no medal.,3.863897562,1.196743965,1.128275633,3.091047287,9.279964447,5.416066885,hard
What company released the Minion Hunter board game in 1992 in conjunction with a near-future horror role-playing game (RPG) in 1991?,Game Designers' Workshop,multihop,"['Horror Stories () is a 2012 horror omnibus film made up of four short films by five South Korean directors.', ""Dark Conspiracy is a near-future horror role-playing game (RPG) originally developed by Game Designers' Workshop (GDW) in 1991"", 'Horror Stories 2 () is a 2013 horror omnibus film made up of four episodes by four South Korean directors', 'Minion Hunter is a board game originally released in 1992 by Game Designers\' Workshop in conjunction with their ""Dark Conspiracy Role Playing Game""', 'Horror Stories 2 () is a 2013 horror omnibus film made up of four episodes by four South Korean directors', 'Minion Hunter is a board game originally released in 1992 by Game Designers\' Workshop in conjunction with their ""Dark Conspiracy Role Playing Game""', 'Darkest Moons a horror thriller was released October 29th 2016.']","Game Designers' Workshop (GDW) released the Minion Hunter board game in 1992 in conjunction with the Dark Conspiracy Role Playing Game, which was originally developed by GDW in 1991.",3.755926371,1.148492336,1.183188677,3.708587408,9.796194792,6.040268421,hard
Which band The Amps or Moist were founded first?,The Amps,singlehop,"['The Amps were an American alternative/indie rock group', 'Moist is a Canadian rock band that originally formed in 1992', 'Their formation was announced on 9 March 2015, but the two bands had been recording since at least the mid-2000s', 'Davis.  Although the group was not commercially successful as many similar freestyle musicians of the time (e.g', 'The group was named when Kim Deal started calling herself Tammy Ampersand for fun, and the band Tammy and the Amps.  They recorded the album ""Pacer"" in Ireland and the United States.', 'Their formation was announced on 9 March 2015, but the two bands had been recording since at least the mid-2000s', 'The Amps were an American alternative/indie rock group', 'guitar and saxophone), David J (bass guitar and vocals) and Kevin Haskins (drums and synthesisers) after that group split in 1983', 'Moist is a Canadian rock band that originally formed in 1992', 'The Amps were an American alternative/indie rock group']",Moist was founded first in 1992.,3.536724329,0.696412325,1.116146564,3.062570095,8.411853313,4.875128984,hard
