translated_question,translated_answer,classification,retrieved_context,final_answer,classification_time,decomposition_time,retrieval_time,generation_time,total_time,level
"سیکوئیا کس افسانوی کردار کا بیٹا ہے ، ایک سپر ہیروئن جو مارول کامکس کے ذریعہ شائع ہونے والی امریکی مزاحیہ کتابوں میں ظاہر ہوتی ہے؟",منٹس,singlehop,"['۔ اس کا مقصد سیکولر انسانی اخلاقی اصولوں اور آسٹریلیا میں چرچ اور ریاست کی علیحدگی کو فروغ دینا ہے۔', '۔ اس میں فرانز فرڈینینڈ کا ایک خصوصی کور ورژن بھی شامل ہے۔', '۔ اس کی بنیادی سرگرمی مینلینڈ چین میں لکسن مسافر کاروں کی پیداوار، تقسیم اور فروخت ہے۔', 'مینٹس ایک افسانوی کردار ہے جو مارول کامکس کے ذریعہ شائع ہونے والی امریکی مزاحیہ کتابوں میں ظاہر ہوتا ہے۔ یہ کردار ایوینجرز کا سابقہ ممبر ہے۔', 'سپر ہائبرڈ ایک خوفناک سائنس فکشن تھرلر فلم ہے جس میں ایک بدنیتی پر مبنی شکل بدلنے والی ذہین کار کے بارے میں ہے جو اپنے متاثرین کو اپنی ٹیکسی میں دھوکہ دے کر کھا جاتی ہے۔ ایک خوفناک حادثے کے بعد ، اسے پولیس کے ایک گیراج میں بھیجا جاتا ہے']",مینٹس کا بیٹا ہے۔,4.278119564,6.009409666,5.521350622,1.145773411,16.95465326,medium
فلائنگ فروٹ فلائی سرکس جڑواں شہروں میں ہے جو کس زمین کی شکل سے الگ ہے؟,دریائے موری,singlehop,"['""فاکس براؤن ایک جمیکا کی ریگی گلوکارہ ہے ، جس کی پیدائش جینیفر ایسمرلڈا ہیلٹن کے نام سے ہوئی تھی', 'فرانس میں یہودیوں کی تاریخ میں یہودیوں اور یہودی برادریوں کا ذکر کیا گیا ہے۔ فرانس میں کم از کم ابتدائی قرون وسطی کے بعد سے یہودیوں کی موجودگی رہی ہے', 'ایک فنکارانہ ڈائریکٹر کسی ایسے شخص کا حوالہ دے سکتا ہے جو ایک میوزیکل مجموعہ کی ہدایت کرتا ہے ، اور اس میڈیم میں ، اکثر صرف ڈائریکٹر کے طور پر مختصر کیا جاتا ہے', 'فرانس میں یہودیوں کی تاریخ میں یہودیوں اور یہودی برادریوں کا ذکر کیا گیا ہے۔ فرانس میں کم از کم ابتدائی قرون وسطی کے بعد سے یہودیوں کی موجودگی رہی ہے']","جمیکا کی ریگی گلوکارہ فاکس براؤن کے بارے میں کوئی ذکر نہیں ہے اور فرانس میں یہودیوں کی تاریخ میں بھی کوئی ذکر نہیں ہے لہذا فلائنگ فروٹ فلائی سرکس جڑواں شہروں میں ہے جو کس زمین کی شکل سے الگ ہے، پھر یہ ایک فنکارانہ ڈائریکٹر کا حوالہ نہیں دیتا ۔",2.713014841,5.814663172,5.294741631,4.510501146,18.33292079,medium
"کون سا بینڈ پہلے تشکیل دیا گیا تھا، فرانز فرڈینینڈ یا نم؟",مرطوب,singlehop,"['بنانے کے لئے ایک قانون نافذ کرنے کی پہلی بڑی کوشش تھی', 'فریزیئن گھوڑے کی نسل کی اصل نیدرلینڈز میں فریز لینڈ میں پائی جاتی ہے۔ یہ ایک ہلکے گھوڑے کی طرح نظر آتی ہے ، لیکن اس کے سائز کے لئے فریزیئن خوبصورت اور چست ہیں', 'کی نئی اور پہلے سے جاری نہ ہونے والی تحریروں کی پیش کش کرتی ہے']",فرانز فرڈینینڈ نے پہلا بینڈ تشکیل دیا تھا,3.101964474,5.871820927,5.070608616,0.949150324,14.99354434,medium
امریکی باسکٹ بال کے سابق کھلاڑی کا نام کیا ہے؟ وہ 1995 میں یوٹاہ جاز کے ساتھ ایک میچ میں گول کرنے کے لئے مشہور تھا.,کارل مالون,singlehop,"['کربی نے ایسٹلا اور ڈیوڈ سوچٹ نے جیگرز کی حیثیت سے اداکاری کی', 'مین ، جے اسکاٹ کیمبل اور جے ایم ڈی میٹس کی نمائش کرتے ہیں', '۔ اسے مارکیٹنگ اور میڈیا میں ڈلاس کامک بک شو کے نام سے بھی جانا جاتا ہے۔', 'نیوز آر ایکس ایک میڈیا اور ٹیکنالوجی کمپنی ہے جو ڈیجیٹل میڈیا ، پرنٹ میڈیا ، نیوز سروسز اور علم کی دریافت پر توجہ مرکوز کرتی ہے۔ اس کے بیٹر پلیٹ فارم کے ذریعے ، کمپنی 1995 میں صحت کی خبروں کی دنیا کی سب سے بڑی پروڈیوسر تھی', '۔ اس کی تشکیل ایسٹودیلو اور سابق سیلینا ی لاس ڈینس بینڈ کے ممبروں ، اے بی کوئنٹینیلا اور جو اوجیڈا نے کی تھی۔ یہ ریکارڈنگ امریکی ٹیجانو گلوکارہ سیلینا کے لئے ایک خراج تحسین گانا ہے۔ وہ مارچ 1995 میں مارا گیا تھا۔""', '۔ انہوں نے فلوریڈا کے مونسٹرسٹی کے ساتھ دو البمز ریکارڈ کیے اور 1995 کے آخر میں کینبل کورپس میں شامل ہونے سے پہلے ، گلوکار کرس بارنس کی جگہ لے لی ، جو اب سکس فٹ انڈر کے لئے گلوکار ہے', 'نیوز آر ایکس ایک میڈیا اور ٹیکنالوجی کمپنی ہے جو ڈیجیٹل میڈیا ، پرنٹ میڈیا ، نیوز سروسز اور علم کی دریافت پر توجہ مرکوز کرتی ہے۔ اس کے بیٹر پلیٹ فارم کے ذریعے ، کمپنی 1995 میں صحت کی خبروں کی دنیا کی سب سے بڑی پروڈیوسر تھی', '۔ اس کی تشکیل ایسٹودیلو اور سابق سیلینا ی لاس ڈینس بینڈ کے ممبروں ، اے بی کوئنٹینیلا اور جو اوجیڈا نے کی تھی۔ یہ ریکارڈنگ امریکی ٹیجانو گلوکارہ سیلینا کے لئے ایک خراج تحسین گانا ہے۔ وہ مارچ 1995 میں مارا گیا تھا۔""', '۔ انہوں نے فلوریڈا کے مونسٹرسٹی کے ساتھ دو البمز ریکارڈ کیے اور 1995 کے آخر میں کینبل کورپس میں شامل ہونے سے پہلے ، گلوکار کرس بارنس کی جگہ لے لی ، جو اب سکس فٹ انڈر کے لئے گلوکار ہے', 'میک لارن ایف 1 جی ٹی آر ایک ریسنگ گاڑی ہے جو 1995 میں پہلی بار بی پی آر گلوبل جی ٹی سیریز ، ایف آئی اے جی ٹی چیمپئن شپ ، جے جی ٹی سی ، اور برٹش جی ٹی چیمپئن شپ جیسے گرینڈ ٹورنگ اسٹائل ریسنگ کے لئے تیار کی گئی تھی']",نیاۓ نہیں ہے,3.144193172,5.689083815,5.494181633,1.957301617,16.28476024,medium
یہ عدالت 2003 میں قائم ہوئی تھی اور اس کے بعد ہیگ میں قائم کی گئی جس میں سے جج شیگرو اوڈا نے ریٹائرمنٹ لے لی۔,بین الاقوامی عدالت انصاف,singlehop,"['دی گیم ایک برطانوی ریئلٹی ٹیلی ویژن سیریز تھی جو مارچ 2003 سے مئی 2003 تک بی بی سی ون پر نشر ہوئی تھی۔ یہ شو امریکی فاکس ٹیلی ویژن شو ""مردہ قتل چھوٹے شہر ایکس"" پر مبنی تھا', '۔ جب تک یہ تشکیل 3 مئی 2003 کو گر نہیں گئی ، یہ اولڈ مین آف ماؤنٹین کا گھر بھی تھا۔', '۔ بورگاٹا جولائی 2003 میں کھولا گیا تھا اور یہ اٹلانٹک سٹی کا سب سے زیادہ کمائی کرنے والا کیسینو ہے۔', '۔ یہ فائنل میچ تین سال بعد منعقد ہوا تھا۔ یہ فائنل میچ 2003ء میں ہوا تھا۔ یہ فائنل میچ کا پہلا فائنل تھا جو گھر کے اندر کھیلا گیا تھا۔ خراب موسم کی وجہ سے چھت بند تھی۔', '۔ یہ فائنل میچ تین سال بعد منعقد ہوا تھا۔ یہ فائنل میچ 2003ء میں ہوا تھا۔ یہ فائنل میچ کا پہلا فائنل تھا جو گھر کے اندر کھیلا گیا تھا۔ خراب موسم کی وجہ سے چھت بند تھی۔', '۔ یہ پروفائل نیو جرنلزم کے اہم کاموں میں سے ایک ہے اور اب بھی وسیع پیمانے پر پڑھا ، بحث اور مطالعہ کیا جاتا ہے۔ اکتوبر 2003 میں ، ایڈیٹرز نے اس کو """"سب سے بہترین کہانی جو کبھی شائع ہوئی ہے"""" قرار دیا۔""', '۔ یہ فائنل میچ تین سال بعد منعقد ہوا تھا۔ یہ فائنل میچ 2003ء میں ہوا تھا۔ یہ فائنل میچ کا پہلا فائنل تھا جو گھر کے اندر کھیلا گیا تھا۔ خراب موسم کی وجہ سے چھت بند تھی۔']",یہ عدالت نہیں قائم ہوئی تھی بلکہ یہ گیم تھا جس کا فائنل میچ 2003ء میں ہوا تھا۔,3.568743706,5.210014582,4.995561361,2.77180934,16.54612899,medium
سارہ لی نے کس لوک راک میوزک جوڑی کے ساتھ کام کیا ہے؟,انڈگو لڑکیاں,singlehop,"['زندگی سے متعلق تھی ، لی نے ایک اصل گانا کے ساتھ ساؤنڈ ٹریک میں حصہ لینے کا فیصلہ کیا', '۔ یہ قسم کیٹیگری سیلنگر نے محدود جہتی جگہوں کی قسم کے طور پر متعارف کرایا تھا۔', 'لیگ پرو پریما ڈویژن سے ترقی یافتہ ہیں ، اور سیری اے سے تین نیچے آگئے ہیں', 'کیس پارکر ایک امریکی موسیقار اور ڈرمر ہے جو جیمسن پارکر اور سی ایبڈنگ کے ساتھ مل کر کام کرنے کے لئے مشہور ہے۔ اس کے علاوہ ، کیس نے میکس بیمیس کے ساتھ مل کر ، سی ایبڈنگ کے تمام ممبروں سے زیادہ عرصہ تک کام کیا۔', 'بحرین کی موسیقی خلیج فارس کی لوک روایات کا حصہ ہے۔ کویت کے ساتھ ساتھ ، یہ افریقی ، ہندوستانی اور فارسی موسیقی سے متاثرہ بلیوزی صنف ، ساوت موسیقی کے لئے جانا جاتا ہے', 'ساتھ ایک تصفیہ پر پہنچا اور اسے ریکارڈ کرنے اور پرفارم کرنے کے لئے بینڈ کا نام اور تصویر استعمال کرنے کے حقوق دیئے گئے', '۔ مونٹگمری نے اپنی ڈائری میں لکھا ہے کہ این کی کہانی کا خیال ان کے رشتہ داروں سے آیا تھا جنہوں نے ایک یتیم لڑکے کو گود لینے کی منصوبہ بندی کی تھی ، اس کے بجائے ایک لڑکی کو موصول ہوا']",کیس پارکر اور سی ایبڈنگ کے ساتھ مل کر کام کیا ہے۔,3.59083271,5.080694199,5.107079744,1.682214499,15.46082115,medium
میڈلین شیر ووڈ نے 1962 میں ایک ٹینیسی ولیمز ڈرامے پر مبنی فلم میں می کے طور پر اداکاری کی۔,جوانی کا میٹھا پرندہ,singlehop,"['۔ اس فلم میں ڈیوڈ مینرز نے ایڈون ڈروڈ کے کردار میں اداکاری کی تھی۔', '۔ وہ اداکار میڈس میکلسن کا بڑا بھائی ہے۔', '۔ انہوں نے ڈیوڈ اور جان جارڈین یا ڈی ایلیٹ اور جارڈین کے نام سے پریکٹس کی۔', '۔ اسکول کو بہترین تعلیمی معیار اور بقایا دیکھ بھال اور نظم و ضبط کے لئے آفسٹڈ اور ڈی ایف ای نے تسلیم کیا ہے', '۔ جیکسن نے بڑے یونیورسٹی پریسوں کے ذریعہ شائع ہونے والی کتابوں کی تدوین یا تحریر کی ہے۔ انہوں نے پانچ دستاویزی فلموں کی ہدایت کاری اور تیاری بھی کی ہے۔', '۔ اس شام کے لئے ماسٹر آف سیریمونیز ایس او ڈی کے گلوکار بیلی میلانو تھے۔ کنسرٹ کا اہتمام والٹر مورگن نے کیا۔', '۔ فلم کی اسکرین پلے لورنزو سیمپل جونیئر اور ڈیوڈ ریفیل نے جیمز گریڈی کے ناول چھ دن کا کنڈور سے ڈھال لی ہے۔ فلم میں سی آئی اے کے بارے میں ایک کہانی ہے۔']","وہ نہیں تھے، اس فلم میں ڈیوڈ مینرز نے اداکاری کی تھی۔",3.266387701,5.629520893,4.964493513,1.801853418,15.66225553,medium
انتیمان تھیٹر فیسٹیول نے کس قومیت کی اداکارہ اور گلوکارہ کی میزبانی کی ہے؟,امریکی,singlehop,"['جینا کراؤس ایک امریکی گلوکارہ اور گانا لکھنے والی اور خود تعلیم یافتہ موسیقار ہے ، جو فلاڈیلفیا ، پنسلوانیا میں پیدا ہوئی تھی', 'اینی وِٹل نیوزی لینڈ کی ایک گلوکارہ اور اداکارہ ہیں جو چار سال تک باربرا ہیووڈ کا کردار ادا کرتی رہی ہیں۔ ان کی شادی اس سے پہلے ڈائریکٹر اور پروڈیوسر بروس موریسن سے ہوئی تھی۔', 'آرکسٹرا ، جزیرہ نما میوزک فیسٹیول آرکسٹرا ، اور چوٹاکوا سمفونی آرکسٹرا کے ساتھ مشترکہ طور پر کمیشن کیا تھا', 'امیر نوری (پنجابی: امر نوری) ایک ہندوستانی گلوکارہ اور اداکارہ ہیں۔ اس کی شادی سرڈول سکندر سے ہوئی ہے۔ ان کے دو بیٹے ہیں ، سرنگ سکندر اور الپ سکندر ، جو گلوکار اور موسیقار ہیں اور مستقبل قریب میں میوزک انڈسٹری میں اپنا پہلا کام متعارف کروا رہے ہیں۔', 'بھوپال ہورا ایکسپریس ایک ہفتہ وار ایکسپریس ٹرین ہے جو ہندوستانی ریلوے کی ایک ہفتہ وار ایکسپریس ٹرین ہے جو بھوپال جنکشن ریلوے اسٹیشن ، بھوپال ، مرکزی ہندوستانی ریاست مدھیہ پردیش کے دارالحکومت اور کولکتہ کے ہورا جنکشن ریلوے اسٹیشن ، مشرقی ہندوستانی']",نیوزی لینڈ کی اداکارہ اور گلوکارہ انی وِٹل نے انتیمان تھیٹر فیسٹیول کی میزبانی کی ہے۔,2.905435801,6.252114773,5.463931322,2.325041056,16.94652295,medium
"""اس کے بعد ، اس نے اپنے """"بیک ٹو دی 80s"""" کے ساتھ ایک اور گانا جاری کیا ، جس میں اس نے اپنے پہلے البم اور سنگل فروخت کیے ہیں۔""",33 ملین,singlehop,"['۔ اس کے بعد ، اس کے دو وائرل ویڈیوز """"ڈانس انیم آف دی 80s"""" اور """"ایٹ"""" بھی اسپیکٹر کے مائیک اسپیس اکاؤنٹ پر جاری کیے گئے۔""', 'ماساکریشن ایک برازیل کے ہیوی میٹل بینڈ ہے ، جو خود کو ""سب سے بڑا اور سب سے زیادہ کلاسیکی ہیوی میٹل بینڈ ، 1985 کے بعد سے زیادہ تر ہیوی میٹل بینڈ کے پیچھے الہام"" قرار دیتا ہے', 'ایسٹ اینڈرز ایک برطانوی ٹیلی ویژن سیریز ہے جو جولائی 1985 میں شروع ہوئی تھی اور اس کے بعد سے بی بی سی ون پر نشر کی جارہی ہے', '۔ 1985 کے سیزن کے اختتام پر ، وہ شمالی امریکہ واپس آئے اور اسپرنگ فیلڈ انڈینز کے لئے دو کھیلوں میں کھیلے۔ اسپرنگ فیلڈ کی والدین ٹیم ، نیو یارک آئلینڈرز کے ساتھ ایک معاہدے پر دستخط کیے اور اگلے چار سیزن تنظیم کے ساتھ کھیلے', '۔ یہ فائبر آپٹکس کا استعمال کرتے ہوئے نیو یارک ٹیلی فون کمپنی کے ساتھ مقابلہ کرنے کے لئے 1985 میں قائم کیا گیا تھا ، اور دوسرے بڑے شہروں میں توسیع کی گئی تھی۔ کمپنی کو 1998 میں اے ٹی اینڈ ٹی نے حاصل کیا تھا۔', '""آئرن میڈن کے """"نہیں"""" کے بعد ، اس نے اپنے پہلے ہیرو کے طور پر کام کیا ، جو 1980 کی دہائی میں اپنے پہلے ہیرو کے طور پر کام کرنے کے لئے تیار تھا ، اور اس نے اپنے کیریئر کے دوران اپنے کیریئر کے دوران اپنے تمام کاموں کو ایک ہی وقت میں انجام دیا ، اور اس', '۔ یہ احکامات ایک ایسے اصول کے طور پر پیش کیے گئے ہیں جو کمپیوٹر اخلاقیات کے بارے میں لوگوں کو ہدایت اور ہدایت کرنے کے لیے بنائے گئے ہیں۔ یہ اصول 1987 میں انٹرنیٹ ایڈوائزری بورڈ کی طرف سے شائع ہونے والے ایک میمو میں درج ہیں۔', '""آئرن میڈن کے """"نہیں"""" کے بعد ، اس نے اپنے پہلے ہیرو کے طور پر کام کیا ، جو 1980 کی دہائی میں اپنے پہلے ہیرو کے طور پر کام کرنے کے لئے تیار تھا ، اور اس نے اپنے کیریئر کے دوران اپنے کیریئر کے دوران اپنے تمام کاموں کو ایک ہی وقت میں انجام دیا ، اور اس', '۔ اس کے بعد ، اس کے دو وائرل ویڈیوز """"ڈانس انیم آف دی 80s"""" اور """"ایٹ"""" بھی اسپیکٹر کے مائیک اسپیس اکاؤنٹ پر جاری کیے گئے۔""', '""یہ """"آپ کے لئے کچھ بھی نہیں"""" گلوریا ایسٹفن اور میامی ساؤنڈ مشین کی طرف سے ایک سولو البم ہے، جو 1987 میں جاری کیا گیا تھا، لیکن اس کے بعد سے اس کے بعد سے اس کے بعد سے اس کے بعد سے اس کے بعد سے اس کے بعد سے اس کے بعد سے اس کے بعد سے اس کے بعد سے اس']","اس نے اپنے """"ڈانس انیم آف دی 80s"""" کے ساتھ ایک اور گانا جاری کیا ، جو اسپیکٹر کے مائیک اسپیس اکاؤنٹ پر جاری کیے گئے تھے۔",3.295283794,6.713439226,5.361001015,3.619369507,18.98909354,medium
کیا میری ریمسی اور ریان کی دونوں لیڈ گلوکار تھے؟,"ہاں، ہاں",singlehop,"['سیمونا ہیلپ دفاعی چیمپئن تھیں ، لیکن دوسرے راؤنڈ میں انا ایوانوویچ سے ہار گئیں۔', 'ولیم بووری دفاعی چیمپئن تھا ، لیکن کوارٹر فائنل میں رے روفلز سے ہار گیا۔', 'ڈارڈن ریسٹورنٹس ، ایک امریکی ملٹی برانڈ ریستوراں آپریٹر ہے جس کا صدر دفتر اورلینڈو میں ہے', 'پی ایس اے ایئر لائنز ، ایک امریکی علاقائی ایئر لائن ہے جس کا صدر دفتر ڈیٹن انٹرنیشنل ایئرپورٹ ، وانڈیلیا ، اوہائیو میں ہے ، جو امریکن ایگل برانڈ کے تحت اڑتی ہے۔ پی ایس اے امریکن ایئر لائنز گروپ کی مکمل ملکیت والی ذیلی کمپنی ہے', 'ریپٹیلیا ، ایک انڈی راک بینڈ دی اسٹروکس کا گانا ہے ، اور ان کے دوسرے البم روم آن فائر کا دوسرا سنگل ہے۔ سنگل کے بی سائیڈ پر ""ماڈرن گرلز اینڈ اولڈ فیشن مین"" شامل ہے ، جہاں لیڈ گلوکار جولین کاسابلانکس نے ریجینا اسپیکٹر کے ساتھ ڈوٹ کیا ہے', 'ریپٹیلیا ، ایک انڈی راک بینڈ دی اسٹروکس کا گانا ہے ، اور ان کے دوسرے البم روم آن فائر کا دوسرا سنگل ہے۔ سنگل کے بی سائیڈ پر ""ماڈرن گرلز اینڈ اولڈ فیشن مین"" شامل ہے ، جہاں لیڈ گلوکار جولین کاسابلانکس نے ریجینا اسپیکٹر کے ساتھ ڈوٹ کیا ہے']",نہیں۔ میرا سوال میں کوئی لکھائی نہیں ہے جو میری ریمسی اور ریان کے بارے میں تھا۔ لیکن اس کسوٹ میں ریپٹیلیا کا گانا تھا جس میں لیڈ گلوکار جولین کاسابلانکس نے ریجینا اسپیکٹر کے ساتھ ڈوٹ کیا ہے۔,3.454499483,5.343904734,5.131418228,4.37652421,18.30634665,medium
"سپریم کورٹ کے اس فیصلے کے پیچھے چیف جسٹس کون تھا جس میں رابرٹ کوپر گریئر نے ایک جوری کے طور پر خدمات انجام دیں ، جس نے ایک ""نیگرو"" کو امریکی شہریت سے انکار کردیا؟",راجر بی ٹینی,multihop,"['۔ اس مقدمے میں رائے سپریم کورٹ کے جج رابرٹ کوپر گریئر نے لکھی تھی۔""', '۔ ایلیونر نے بعد میں اپنے کزن فرینکلن ڈیلانو روزویلٹ سے شادی کی۔', 'بریئر فیلڈ ایک کپاس کا پلانٹیشن تھا جو ویکسبرگ کے جنوب میں واقع ڈیوس بینڈ میں واقع تھا ، جو کنفیڈریٹ کے صدر جیفرسن ڈیوس کا گھر تھا', '۔ بعد میں انہوں نے نو سال پی پی سی کے ساتھ گزارے۔ انہوں نے ڈارڈن ریستوراں کے لئے اسٹریٹجک پلاننگ کے سینئر نائب صدر کی حیثیت سے بھی خدمات انجام دیں اور ریڈ لابر کے کاروبار کو تبدیل کرنے میں اہم کردار ادا کیا', '۔ سیگل نے لاس اینجلس اور بعد میں لاس ویگاس میں غیر قانونی جوا اور فحاشی کی حلقوں کو اپنے لیفٹیننٹ مکی کوہن ، ڈیوڈ برمن ، ہیرالڈ ہک روتھ مین ، مووی اور ایل اے فیملی کے باس جیک سیڈانا کے ساتھ چلایا۔', '""آٹو ڈاٹ ایک افسانوی کردار ہے جو جین پال سارٹر کے ناول """"نوسیا"""" میں شامل ہے۔ آٹو ڈاٹ ، جو مرکزی کردار انٹوان روکینٹ کے قریب بوویل میں رہتا ہے ، مقامی لائبریری میں ہر کتاب کو حروف تہجی کے ترتیب میں پڑھ کر اپنا وقت گزارتا ہے']",رابرٹ کوپر گریئر تھا جو سپریم کورٹ کے چیف جسٹس تھے۔,4.953175783,5.886891365,5.697216511,1.834174395,18.37145805,medium
"اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ ، اس کے علاوہ۔",جرمن,singlehop,"['۔ اس کے علاوہ ، وہ اس کے ساتھ ساتھ اس کے ساتھ ساتھ اس کے ساتھ ساتھ اس کے ساتھ ساتھ اس کے ساتھ ساتھ اس کے ساتھ بھی کام کرتا ہے۔', '۔ اس نے چاروں موسیقی کے لئے ایک ریکارڈنگ بھی کی ہے۔ اس کے علاوہ ، اس نے چاروں موسیقی کے لئے ایک ریکارڈنگ بھی کی ہے۔', '۔ اس کے علاوہ ، اس کے کنارے پر جبرالٹر کی خلیج اور ہسپانوی قصبے ہیں۔', 'کے بعد سے یہ چین میں مشہور ہے اور اس کے علاوہ ، یہ چینی موسیقی کے ساتھ ساتھ ، چینی موسیقی کے ساتھ بھی مشہور ہے', '۔ اس کے علاوہ ، اس نے چاروں موسیقی کے لئے ایک ریکارڈنگ بھی تیار کی ہے۔ اس کے علاوہ ، اس نے چاروں موسیقی کے لئے ایک ریکارڈنگ بھی تیار کی ہے۔ اس کے علاوہ ، اس نے چاروں موسیقی کے لئے ایک ریکارڈنگ بھی کی ہے', 'کیس پارکر ایک امریکی موسیقار اور ڈرمر ہے جو جیمسن پارکر اور سی ایبڈنگ کے ساتھ مل کر کام کرنے کے لئے مشہور ہے۔ اس کے علاوہ ، کیس نے میکس بیمیس کے ساتھ مل کر ، سی ایبڈنگ کے تمام ممبروں سے زیادہ عرصہ تک کام کیا۔']",کیس پارکر امریکی موسیقار اور ڈرمر ہے جو جیمسن پارکر اور سی ایبڈنگ کے ساتھ مل کر کام کرنے کے لئے مشہور ہے۔,3.572994709,5.483916521,6.746881247,3.81982708,19.62361956,medium
"برز کے مطابق، یہ پروگرام انگلینڈ کے جنوب مغربی علاقے میں ایک ایسے شہر میں نشر کیا جاتا ہے جس کی آبادی 2017ء میں...","454،200،00 ڈالر",singlehop,"['۔ وہ مشہور پانچویں نسل کے ڈائریکٹرز جیسے چن کیج اور تیان ژوانگژوانگ کے ہم جماعت ہیں۔', 'یہ ہندوستانی نژاد مشہور ملائیشین کی فہرست ہے ، بشمول اصل تارکین وطن جنہوں نے ملائیشین شہریت حاصل کی اور ان کی ملائیشین اولاد', 'یہ ہندوستانی نژاد ملائیشیا کے مشہور کھلاڑیوں کی فہرست ہے ، بشمول اصل تارکین وطن جنہوں نے ملائیشیا کی شہریت حاصل کی اور ان کے ملائیشیا کے اولاد', 'یہ فہرست فی الحال تسلیم شدہ پرجاتیوں کی ہے جن کا تعلق جینس پٹیلٹوس سے ہے۔ تمام پرجاتیوں کی اصل آبائی سرزمین آسٹریلیا ہے ، زیادہ تر خشک علاقوں میں ، حالانکہ ایک پرجاتی تسمانیہ اور ایک اور ملائیشیا میں بھی پائی جاتی ہے۔', 'یہ فہرست ملائیشیا کے مشہور ہندوستانی سیاستدانوں کی فہرست ہے ، بشمول اصل تارکین وطن جنہوں نے ملائیشیا کی شہریت حاصل کی اور ان کے ملائیشیا کے اولاد']",نیا نہیں ۔,3.622976542,5.454631567,5.297918558,1.081743002,15.45726967,medium
