level,question,answer,context,retrieved_context,final_answer,retriever_time,generator_time,total_time
medium,"The ""I Kill Giants"" star that was born on June 3, 1989, also played in the post-apocalyptic science fiction horror film entitled what?",28 Weeks Later," The film stars Madison Wolfe, Zoe Saldana, and Imogen Poots.  She played Tammy in the post-apocalyptic science fiction horror film ""28 Weeks Later"" (2007), Linda Keith in the Jimi Hendrix biopic """" (2013), Debbie Raymond in the Paul Raymond biopic ""The Look of Love"" (2013) and Julia Maddon in the American action movie ""Need For Speed"" (2014).","I Kill Giants is an upcoming American thriller film directed by Anders Walter and written by Joe Kelly, based on his own comics of same name
""Raging Star"" concluded the series in June 2014.  Internet Speculative Fiction Database tags the books as post-apocalyptic science fiction for young adults.
and many subsequently created post-apocalyptic films of the 1980s",Mad Max: Fury Road,0.008740663528442383,0.7335116863250732,0.7422523498535156
medium,"The theater where ""In Darfur"" was read in the summer of 2007 has how many seats?","1,800-seat"," In the summer of 2007, a reading (directed by Joanna Settle) of Miller's play ""In Darfur"" was at the Delacorte Theater in New York City. The Delacorte Theater is a 1,800-seat open-air theater located in Central Park, in the borough of Manhattan in New York City.","In the summer of 2007, a reading (directed by Joanna Settle) of Miller's play ""In Darfur"" was at the Delacorte Theater in New York City.
Today the festival features a couple of hundred theatre performances and hundreds of other events each year.  The total number of visitors in 2005 was 92,000.
was held on 24 February 2012, at the Théâtre du Châtelet in Paris",The Delacorte Theater in New York City has no stated number of seats in the retrieved context.,0.0005040168762207031,1.9832119941711426,1.9837160110473633
medium,"Walker Buehler plays for which baseball team established in 1883 in Brooklyn, New York?",Los Angeles Dodgers,"Walker Anthony Buehler (born July 28, 1994) is an American professional baseball pitcher for the Los Angeles Dodgers of Major League Baseball (MLB).  Established in 1883 in Brooklyn, New York, the team moved to Los Angeles before the 1958 season.","Walker Anthony Buehler (born July 28, 1994) is an American professional baseball pitcher for the Los Angeles Dodgers of Major League Baseball (MLB)
Weldy Walker) prior to Jackie Robinson's appearance with the Brooklyn Dodgers in 1947
Established in 1883 in Brooklyn, New York, the team moved to Los Angeles before the 1958 season",Los Angeles Dodgers,0.007201433181762695,0.6105301380157471,0.6181838512420654
medium,K. K. Chen headed pharmacological research at which global company for 34 years?,Eli Lilly and Company,"Ko Kuei Chen (1898–1988) was a scientist who headed up pharmacological research at Eli Lilly and Company for 34 years. Eli Lilly and Company is an American global pharmaceutical company with headquarters located in Indianapolis, Indiana, in the United States.","Ko Kuei Chen (1898–1988) was a scientist who headed up pharmacological research at Eli Lilly and Company for 34 years
Chinese Medical Herbology and Pharmacology is a text on Chinese herbology by Dr. John K. Chen and Tina T. Chen
Pharmacological Research is a monthly peer-reviewed scientific journal covering pharmacology.  It was established in 1969 as Pharmacological Research Communications, obtaining its current name in 1989",Eli Lilly and Company,0.013266324996948242,0.7726480960845947,0.785914421081543
medium,"Who oversees the team that beat U.S. national soccer team on February 5, 1961?",Colombian Football Federation," He earned his one cap with the national team in a 2-0 loss to Colombia on February 5, 1961. The Colombia national football team (Spanish: ""Selección de fútbol de Colombia"" ) represents Colombia in international football competitions and is overseen by the Colombian Football Federation.","He earned his one cap with the national team in a 2-0 loss to Colombia on February 5, 1961.
and a team chaperone from 1947 until the league ended in 1954
Ecuador, as well as the United States U-18 men's national soccer team and the United States U-20 men's national soccer team",Colombia,0.0,0.5958390235900879,0.5958390235900879
medium,Baseball Hall of Fame balloting for 2001 elected the player who is now special assistant to the executive director of what group?,Major League Baseball Players Association," The Baseball Writers' Association of America (BBWAA) voted by mail to select from recent major league players and elected two: Kirby Puckett and Dave Winfield. David Mark Winfield (born October 3, 1951) is an American former Major League Baseball (MLB) right fielder.  He is currently special assistant to the executive director of the Major League Baseball Players Association.","Elections to the Baseball Hall of Fame for 2001 followed the system in use since 1995
He was elected to the U.S. National Baseball Hall of Fame in 2006.
candidates to the Hall of Fame not eligible by the Baseball Writers Association of America (BBWAA) ballot",Baseball Writers Association of America (BBWAA),0.00811910629272461,1.2239575386047363,1.232076644897461
medium,"What year was ""Living It Down"" released by a American Tejano and musician?",1976,"""Living It Down"" is a single by American country music artist Freddy Fender.  Released in 1976, it was the first single from his album ""If You're Ever in Texas"". Freddy Fender (born Baldemar Garza Huerta; June 4, 1937 – October 14, 2006) was an American Tejano, country and rock and roll musician, known for his work as a solo artist and in the groups Los Super Seven and the Texas Tornados.","""Living It Down"" is a single by American country music artist Freddy Fender.  Released in 1976, it was the first single from his album ""If You're Ever in Texas""
At one time Also played Tejano music Music in the 1980s on its sister station WAFZ-AM
It was recorded on November 9, 10, and 11, 1973, at the Winterland Ballroom in San Francisco, California.  The album was released on April 1, 2008.",1976,0.005383491516113281,0.5483334064483643,0.5537168979644775
medium,What type of category does Acantholimon and Podranea have in common?,genus,"Acantholimon (prickly thrift) is a genus of small flowering plants within the plumbago or leadwort family, Plumbaginaceae. Podranea, is a genus of one or two species of African flowering vines in the Bignoniaceae family.","Podranea, is a genus of one or two species of African flowering vines in the Bignoniaceae family.
In family-level phylogenetic studies, ""Ptilotus"" has been placed within a clade informally known as the 'aervoids'.  It has been resolved as monophyletic and is closely related to ""Aerva"" Forssk
Acantholimon (prickly thrift) is a genus of small flowering plants within the plumbago or leadwort family, Plumbaginaceae",Both Acantholimon and Podranea are genera of flowering plants.,0.0007750988006591797,1.6710007190704346,1.6723649501800537
medium,"In which American space drama film did Clint Eastwood star with the actor who played Bret Maverick in the 1950s western comedy series ""Maverick""?",Space Cowboys,"Space Cowboys is a 2000 American space drama film directed and produced by Clint Eastwood.  It stars Eastwood, Tommy Lee Jones, Donald Sutherland, and James Garner as four older ""ex-test pilots"" who are sent into space to repair an old Soviet satellite. James Garner (born James Scott Bumgarner; April 7, 1928 – July 19, 2014) was an American actor, producer, and voice artist.  He starred in several television series over more than five decades, including such popular roles as Bret Maverick in the 1950s western comedy series ""Maverick"" and Jim Rockford in ""The Rockford Files"", and played leading roles in more than 50 theatrical films, including ""The Great Escape"" (1963) with Steve McQueen, Paddy Chayefsky's ""The Americanization of Emily"" (1964), ""Grand Prix"" (1966), Blake Edwards' ""Victor/Victoria"" (1982), ""Murphy's Romance"" (1985), for which he received an Academy Award nomination, ""Space Cowboys"" (2000) with Clint Eastwood, and ""The Notebook"" (2004).","including such popular roles as Bret Maverick in the 1950s western comedy series ""Maverick"" and Jim Rockford in ""The Rockford Files"", and played leading roles in more than 50 theatrical films
The ""Bret Maverick"" television series was a sequel to the 1957 series ""Maverick"", created by Roy Huggins, in which Garner had played the same character two decades earlier.
Young Maverick is a 1979 television series.  The series was a sequel of the 1957 series ""Maverick"", which had starred James Garner as roving gambler Bret Maverick",James Garner.,0.006430387496948242,0.6500229835510254,0.6564533710479736
medium,Who was a former science teacher that was fired for branding a student with a Christian cross?,John Freshwater," The district received national attention when the board voted to fire John Freshwater for branding a student with a Christian cross and teaching creationism. John Freshwater (born June 22, 1956) is a former science teacher at Mount Vernon Middle School in Mount Vernon, Ohio, who was dismissed by the Board of Education for teaching creationism in a public school.","The district received national attention when the board voted to fire John Freshwater for branding a student with a Christian cross and teaching creationism.
Ohio, who was dismissed by the Board of Education for teaching creationism in a public school
He is also an adjunct professor at Johns Hopkins University and at the Johns Hopkins University School of Medicine.",John Freshwater,0.004032611846923828,0.5932393074035645,0.5972719192504883
medium,The 2014–15 Missouri Tigers women's basketball team play their games at what indoor arena? ,Mizzou Arena,"The 2014–15 Missouri Tigers women's basketball team represents the University of Missouri in the 2014–15 NCAA Division I women's basketball season.  The Tigers led by fifth year head coach Robin Pingeton, they play their games at Mizzou Arena and were members of the Southeastern Conference. Mizzou Arena is an indoor arena located on the south side of the campus of the University of Missouri in Columbia, Missouri.","The 2014–15 Missouri Tigers women's basketball team represents the University of Missouri in the 2014–15 NCAA Division I women's basketball season
The 2015–16 Missouri Tigers women's basketball team represents the University of Missouri in the 2015–16 NCAA Division I women's basketball season
The 2016–17 Missouri Tigers women's basketball team represents the University of Missouri in the 2016–17 NCAA Division I women's basketball season",Mizzou Arena,0.002529621124267578,0.687640905380249,0.6901705265045166
medium,In which year did Golden Gate Capital acquire Red Lobster from Darden Restaurants?,2014," Golden Gate Capital has been Red Lobster's parent company since it was acquired from Darden Restaurants on July 28, 2014.  Until July 28, 2014, Darden also owned Red Lobster.","As of February 24, 2013, the company had 705 locations worldwide.  Golden Gate Capital has been Red Lobster's parent company since it was acquired from Darden Restaurants on July 28, 2014.
Until July 28, 2014, Darden also owned Red Lobster.  Darden has more than 1,500 restaurant locations and more than 150,000 employees, making it the world's largest full-service restaurant company
Setta was named president in 2013, while Red Lobster was (then) operated by Darden Restaurants, Inc",2014,0.0093231201171875,0.532564640045166,0.5424864292144775
medium,"What airline flies to the Sultan Ismail Petra Airport and is headquartered in Petaling Jaya, Selangor, Malaysia?",Malindo Air," The airport consists of 9 check-in counters and offers flights between a total of seven domestic destinations from Malaysia Airlines, AirAsia, Firefly and Malindo Air. Malindo Airways Sdn Bhd (doing business as Malindo Air) is a Malaysian airline with headquarters in Petaling Jaya, Selangor, Malaysia.","Sultan Ismail Petra Airport (IATA: KBR, ICAO: WMKC) is an airport that operates in Kota Bharu, a city in the state of Kelantan in Malaysia
The airport is named after Ismail Petra of Kelantan, the thirteenth Sultan of Kelantan, who ruled from 1980 to 2010.  The present new terminal was officially opened in September 2002
Malaysia Airlines is the flag carrier of Malaysia and a member of the oneworld airline alliance.  The company's headquarters are located at Kuala Lumpur International Airport",Malaysia Airlines,0.011623382568359375,0.6374449729919434,0.6490683555603027
medium,On which river is this city that has N'Dolo Airport situated?,Congo River,"N'Dolo Airport (IATA: NLO, ICAO: FZAB) , also known as Ndolo Airport, is a secondary airport in the city of Kinshasa, Democratic Republic of the Congo, located in the commune of Barumbu near the city center.  It is situated on the Congo River.","Dolo Airport is an airport serving Dolo in Ethiopia.
N'Dolo Airport (IATA: NLO, ICAO: FZAB) , also known as Ndolo Airport, is a secondary airport in the city of Kinshasa, Democratic Republic of the Congo
It operates charter services within Africa.  Its main base is N'Dolo Airport, Kinshasa.",Congo.,0.010128498077392578,0.5930910110473633,0.6032195091247559
medium,"Gunahon Ka Devta stars an Indian film actor who is the recipient of two Filmfare Awards, and how many national film awards?",three,"Gunahon Ka Devta is a 1990 Hindi-language Indian feature film directed by Kawal Sharma, starring Mithun Chakraborty, Sangeeta Bijlani, Aditya Pancholi, Danny Denzongpa, Shakti Kapoor and Paresh Rawal. Gourang Chakraborty (born 16 June 1952), better known by his stage name Mithun Chakraborty (informally referred to as Mithun Da), is an Indian film actor, singer, producer, writer, social worker, entrepreneur, television presenter and a former Rajya Sabha Member of Parliament.  He is the recipient of two Filmfare Awards and three National Film Awards.","Gunahon Ka Devta is a 1990 Hindi-language Indian feature film directed by Kawal Sharma, starring Mithun Chakraborty, Sangeeta Bijlani, Aditya Pancholi, Danny Denzongpa, Shakti Kapoor and Paresh Rawal.
He is the recipient of two Filmfare Awards and three National Film Awards
Gunahon Ka Devta (English: Deity of the Sins) is a 1967 Bollywood, drama film produced and directed by Devi Sharma on Janta Chitra banner","Two, and three.",0.00693821907043457,0.8144063949584961,0.8213446140289307
medium,Where was the playwright who wrote Black Nativity from?,"Joplin, Missouri","Black Nativity is a retelling of the classic Nativity story with an entirely black cast.  Originally written by Langston Hughes, the show was first performed Off-Broadway on December 11, 1961, and was one of the first plays written by an African American to be staged there. James Mercer Langston Hughes (February 1, 1902 – May 22, 1967) was an American poet, social activist, novelist, playwright, and columnist from Joplin, Missouri.","Black Nativity is a 2013 American musical drama film directed by Kasi Lemmons.  The script, written by Lemmons, is based on Langston Hughes' play of the same name and released on November 27, 2013
Black Nativity is a retelling of the classic Nativity story with an entirely black cast.  Traditional Christmas carols are sung in gospel style, with a few songs created specifically for the show
Nativity: A Life Story is an African American Christmas-themed musical based on the ""Black Nativity"" written by Langston Hughes, that was intended to become a holiday tradition",Langston Hughes.,0.0,0.6981487274169922,0.6981487274169922
medium,What type of industry does Hall Bartlett and Catherine Breillat have in common?,film,"Hall Bartlett (November 27, 1922 – September 7, 1993) was an American film producer, director, and screenwriter. Catherine Breillat (] ; born 13 July 1948) is a French filmmaker, novelist and Professor of Auteur Cinema at the European Graduate School.","Hall Bartlett (November 27, 1922 – September 7, 1993) was an American film producer, director, and screenwriter.
She is a partner at Wolf Haldenstein Adler Freeman and Herz and formerly served as Deputy General Counsel to the New York State Insurance Fund and the executive director to two recent New York
forming ""one of the more prominent, prolific and versatile architectural firms in the city in the second half of the 19th century""",Film,0.009487390518188477,0.47295260429382324,0.48322582244873047
medium,"Which American actor, screenwriter, director, producer, singer-songwriter and author sang this song from the 1971 movie ""Willy Wonka & the Chocolate Factory"" that was written by British composers Leslie Bricusse and Anthony Newley?",Gene Wilder,"""Pure Imagination"" is a song from the 1971 movie ""Willy Wonka & the Chocolate Factory"".  It was written by British composers Leslie Bricusse and Anthony Newley specifically for the movie.  It was sung by Gene Wilder (Willy Wonka). Jerome Silberman (June 11, 1933 – August 29, 2016), known professionally as Gene Wilder, was an American actor, screenwriter, director, producer, singer-songwriter and author.","""Pure Imagination"" is a song from the 1971 movie ""Willy Wonka & the Chocolate Factory"".  It was written by British composers Leslie Bricusse and Anthony Newley specifically for the movie
Bricusse and Newley received an Academy Award nomination for the film score of ""Willy Wonka & the Chocolate Factory"" (1971).
Willy Wonka & the Chocolate Factory is a 1971 American musical fantasy film directed by Mel Stuart, and starring Gene Wilder as Willy Wonka",Gene Wilder,0.0033693313598632812,0.646956205368042,0.6511056423187256
medium,"What studio album was produced by Tyler Bates and was released on October 6, 2017?",Heaven Upside Down," In addition, he is also the lead guitarist of the American rock band Marilyn Manson, and produced its albums ""The Pale Emperor"" and ""Heaven Upside Down"".  It is set to be released on October 6, 2017 by Loma Vista Recordings and Caroline International. ""","Tyler Bates (born June 5, 1965) is an American musician, music producer, and composer for films, television, and video games
2 (Original Score), composed by Tyler Bates, was also released by Hollywood Records on the same date.
It was produced by Tyler, the Creator.  The single was released digitally on February 14, 2011",There was no studio album produced by Tyler Bates in the retrieved context.,0.009673833847045898,1.4673056602478027,1.4769794940948486
medium,When was the league that Ildar Isangulov plays in founded?,2008,"Ildar Ildusovich Isangulov (Russian: Ильдар Ильдусович Исангулов , Bashkir: Илдар Илдус улы Иҫәнғолов ; born May 20, 1992) is a Russian ice hockey defenceman who is currently playing for the Amur Khabarovsk of the Kontinental Hockey League (KHL). The Kontinental Hockey League (KHL) (Russian: Континентальная хоккейная лига (КХЛ), Kontinental'naya hokkeynaya liga ) is an international professional ice hockey league founded in 2008.","Ildar Ildusovich Isangulov (Russian: Ильдар Ильдусович Исангулов , Bashkir: Илдар Илдус улы Иҫәнғолов ; born May 20
C. in the second division league and got the team promoted into the Nigeria Premier League.  to make his debut in the Nigeria Premier League.
He then played two seasons in the American Professional Soccer League and over a dozen years playing in five indoor leagues.","May 20, C.",0.0006985664367675781,0.8455874919891357,0.8462860584259033
medium,Are Point Pleasant Canal and Sturgeon Bay Ship Canal in the same country?,yes,"The Point Pleasant Canal is a canal in Point Pleasant, New Jersey. The Sturgeon Bay Ship Canal is a shipping canal connecting Sturgeon Bay on Green Bay with Lake Michigan, across the Door Peninsula, at the city of Sturgeon Bay, Wisconsin, United States.","The Sturgeon Bay Ship Canal is a shipping canal connecting Sturgeon Bay on Green Bay with Lake Michigan, across the Door Peninsula, at the city of Sturgeon Bay, Wisconsin, United States.
The bay is connected to Lake Michigan by the Sturgeon Bay Ship Canal.  Three bridges cross the bay, including the historic Sturgeon Bay Bridge, and the recently finished Oregon Street Bridge.
With the 1882 completion of the Sturgeon Bay Ship Canal, the northern half of the peninsula became an island.",Yes.,0.003714323043823242,0.5533168315887451,0.5570311546325684
medium,Are George Stambolian and David Hedison of the same nationality?,yes,"George Stambolian (born April 10, 1938 – December 22, 1991, New York City) was an American educator, writer, and editor of Armenian descent. Albert David Hedison, Jr. (born May 20, 1927) is an American film, television, and stage actor.","He proposed that he use his middle name and he has been billed as David Hedison ever since
George Stambolian (born April 10, 1938 – December 22, 1991, New York City) was an American educator, writer, and editor of Armenian descent
Albert David Hedison, Jr. (born May 20, 1927) is an American film, television, and stage actor.  He was billed as Al Hedison in his early film work",No.,0.009725093841552734,0.5320463180541992,0.5423421859741211
medium,"What is the ethnic origin of the vocalist on ""Sofi Needs a Ladder""?",Greek-German,"""Sofi Needs a Ladder"" is the third single taken from deadmau5's album, ""4×4=12"".  The song features vocals from Sofia Toufa, aka Sofi. Sofia Toufa (born August 13, 1983), known by her stage name SOFI (acronym for Some Other Female Interest), is a Greek-German singer and rapper.","""Sofi Needs a Ladder"" is the third single taken from deadmau5's album, ""4×4=12"".  The song features vocals from Sofia Toufa, aka Sofi.
In addition to her solo career, SOFI has provided vocals on tracks by electronic music artists including deadmau5, Moguai and Savoy.
He is the singer",Greek,0.004045724868774414,0.4088630676269531,0.41290879249572754
medium,The father of Alonso López defended what title twice before retiring?,IBF Light Flyweight Championship," He is the son of former World Boxing Champion, Mexican Ricardo López.  López later won the IBF Light Flyweight Championship and defended it twice before retiring.","He is also the father of undefeated flyweight prospect Alonso López.
Alonso López (born May 28, 1986 in Mexico City) is an undefeated Mexican professional boxer in the Flyweight division.  He was born in Mexico City, Distrito Federal, Mexico
David Alonso López (November 24, 1977 – July 6, 2017) was a professional boxer who went by the nickname of The Destroyer",There is no mention of David Alonso López defending any title in the retrieved context.,0.01430964469909668,1.6302950382232666,1.6446046829223633
medium,In what year was the singer-songwriter of Suspending Disbelief born?,1946,"Suspending Disbelief is the eighth album by American singer-songwriter Jimmy Webb, released in September 1993 by Elektra Records. Jimmy Layne Webb (born August 15, 1946) is an American songwriter, composer, and singer.","Suspending Disbelief is the eighth album by American singer-songwriter Jimmy Webb, released in September 1993 by Elektra Records.
He sang (and co-wrote several tracks) on Warrant's 2006 album ""Born Again"".
One of the leading contemporary recording artists, she is known for narrative songs about her personal life, which have received widespread media coverage.",1993,0.0050106048583984375,0.5052449703216553,0.5109460353851318
medium,"Sequoia is the son of which fictional character, a superheroine appearing in American comic books published by Marvel Comics?",Mantis," He is the son of Mantis and the elder member of the Cotati contingent which was transplanted from the Kree home planet Hala to Vietnam on Earth. Mantis is a fictional character, a superheroine appearing in American comic books published by Marvel Comics.","Sequoia, (AKA Quoi and Q) is a Marvel Comics character.  He is the son of Mantis and the elder member of the Cotati contingent which was transplanted from the Kree home planet Hala to Vietnam on Earth
The character is depicted in a future of the Marvel Universe.
Black Canary is a fictional superheroine in comic books published by DC Comics",Sequoia is the son of Mantis.,0.0038793087005615234,1.1809544563293457,1.1848337650299072
medium,The Flying Fruit Fly Circus is in the twin cities separated by what landform?,Murray River," It is on the Murray River in the twin cities of Albury-Wodonga on the Victoria/New South Wales border. Albury–Wodonga is the broad settlement incorporating the twin Australian cities of Albury and Wodonga, which are separated geographically by the Murray River and politically by a state border: Albury on the north of the river is part of New South Wales while Wodonga on the south bank is in Victoria.","The Flying Fruit Fly Circus regularly performs in Australia and internationally at major arts centres, regional theatres, corporate events and festivals.
It was founded in 1987 as the educational arm of The Flying Fruit Fly Circus.
The Flying Fruit Fly Circus is Australia's national youth circus and the only full-time circus school in Australia",Australia,0.011840581893920898,0.43788671493530273,0.44972729682922363
medium,"Which band was formed first, Franz Ferdinand or Moist?",Moist,"Franz Ferdinand are a Scottish rock band, formed in 2002 and based in Glasgow. Moist is a Canadian rock band that originally formed in 1992.","Franz Ferdinand are a Scottish rock band, formed in 2002 and based in Glasgow
whilst Franz Ferdinand also picked up two awards (Best International Band and Best International Album for ""Franz Ferdinand"")
Franz Ferdinand is the debut studio album by Scottish indie rock band Franz Ferdinand, released in early 2004 through Domino Records",Franz Ferdinand was formed in 2002.,0.008820056915283203,1.1351149082183838,1.143934965133667
medium,"What is the name of this American retired professional basketball player born in 1963, who moved into ninth place in all-time scoring in the 1995-96 Utah Jazz season?",Karl Malone,"The 1995–96 NBA season was the Jazz's 22nd season in the National Basketball Association, and 17th season in Salt Lake City, Utah.  Meanwhile, Karl Malone moved into ninth place in all-time scoring as the Jazz finished second in the Midwest Division with a 55–27 record, with Stockton and Malone both being selected for the 1996 NBA All-Star Game. Karl Anthony Malone (born July 24, 1963) is an American retired professional basketball player.","The 1995–96 NBA season was the Jazz's 22nd season in the National Basketball Association, and 17th season in Salt Lake City, Utah
He spent his entire professional playing career as a point guard for the Utah Jazz of the National Basketball Association (NBA), from 1984 to 2003
Eaton (born January 24, 1957) is an American retired professional basketball player who was a member of the National Basketball Association's Utah Jazz from 1982 to 1993",John Stockton,0.004775524139404297,0.6396458148956299,0.6444213390350342
medium,"What is the name of the court, more commonly known as the The Hague, from which Judge Shigeru Oda retired in 2003?",International Court of Justice,"Shigeru Oda (小田 滋 , Oda Shigeru , born 22 October 1924, Sapporo) is a Japanese jurist and was a judge on the International Court of Justice from 1976 until 2003, when he retired. The International Court of Justice (French: ""Cour internationale de justice"" ; commonly referred to as the World Court, ICJ or The Hague) is the primary judicial branch of the United Nations (UN).","Shigeru Oda (小田 滋 , Oda Shigeru , born 22 October 1924, Sapporo) is a Japanese jurist and was a judge on the International Court of Justice from 1976 until 2003, when he retired
From 11 March 2003 until 1 July 2014, he served as Judge at the International Criminal Court in The Hague
The International Court of Justice is based in The Hague, Netherlands and commonly known as ""The Hague"".",The International Court of Justice,0.001886129379272461,0.7802615165710449,0.7827963829040527
medium,Sara Lee has worked with which folk rock music duo?,Indigo Girls," She is also notable for work with Robert Fripp, B-52s, Ani DiFranco and Indigo Girls. Indigo Girls are a Grammy Award-winning folk rock music American duo consisting of Amy Ray and Emily Saliers.","Sara Lee is an English bassist and singer-songwriter, who came to prominence replacing Dave Allen on bass guitar in post-punk band Gang of Four
Lee has performed collaborations with artists such as Korn, Seether, and David Hodges.  Lee is also the American chairperson for the international epilepsy awareness foundation ""Out of the Shadows""
Based between Southern Appalachia and New Orleans, the sisters work with an array of international musicians and the band incorporates everything from simple harmonics with banjos and fiddles","Sara Lee has worked with no specific folk rock music duo, as none are mentioned in the retrieved context.",0.003378152847290039,2.172394037246704,2.175772190093994
medium,Madeleine Sherwood starred as Mae in what 1962 film based on a Tennessee Williams play?,Sweet Bird of Youth," Based on the play by Tennessee Williams, it focuses on the relationship between a drifter and a faded movie star.  She was widely known for her portrayals of Mae/Sister Woman and Miss Lucy in both the Broadway and film versions of Tennessee Williams' ""Cat on a Hot Tin Roof"" and ""Sweet Bird of Youth"".","Madeleine Sherwood (November 13, 1922 – April 23, 2016) was a Canadian actress of stage, film and television
She was widely known for her portrayals of Mae/Sister Woman and Miss Lucy in both the Broadway and film versions of Tennessee Williams' ""Cat on a Hot Tin Roof"" and ""Sweet Bird of Youth""
Her other film appearances include ""Paradise Alley"" (1978), ""Patriot Games"" (1992), ""Short Cuts"" (1993), ""Clear and Present Danger"" (1994) and ""Lullaby"" (2014).  On stage, she starred as Mrs",Cat on a Hot Tin Roof,0.004506349563598633,0.8618607521057129,0.8663671016693115
medium,Intiman Theatre Festival has hosted the actress and singer of what nationality?,American,"Intiman Theatre Festival in Seattle, Washington, was founded in 1972 as a resident theatre by Margaret ""Megs"" Booker, who named it for August Strindberg's Stockholm theater.  The theater has been host to Tony-nominated Director Bartlett Sher (who served as both a director and artistic director), Tony-nominated actress Celia Keenan-Bolger, and movie actor Tom Skerritt. Celia Keenan-Bolger (born January 26, 1978) is an American actress and singer.","Intiman Theatre Festival in Seattle, Washington, was founded in 1972 as a resident theatre by Margaret ""Megs"" Booker, who named it for August Strindberg's Stockholm theater
Lucas also served as the Associate Artistic Director.  Intiman won the 2006 Regional Theatre Tony Award.
She has appeared extensively at the Intiman Theatre where she has appeared in ""Aristocrats"", ""Faith Healer"", ""Angels in America"", ""The Little Foxes""",American,0.009378671646118164,0.4471728801727295,0.45655155181884766
medium,"The band that released the song ""Back to the 80's"" have sold approximately how many albums and singles?",33 million,"""Back to the 80s"" is a song by Norwegian/Danish band Aqua.  The group sold an estimated 33 million albums and singles, making them the most profitable Danish band ever.","To date the band has released ten full-length records, two live records, four EPs, two singles, three splits, one DVD, and three demos
The band has been known for being one of the most popular post-punk revival bands, garnering multiple UK top 20 hits and selling over 3 million albums worldwide, as reported during late 2009
which was featured on their past two albums",Over 3 million albums worldwide.,0.0006630420684814453,0.9098086357116699,0.9104716777801514
medium,Were both Mary Ramsey and Ryan Key both lead singers? ,yes,"Mary Ramsey (born 24 December 1963), a resident of Buffalo, New York, is a member of folk rock duo John & Mary and lead singer and violinist for the American alternative rock band 10,000 Maniacs.  He is best known as the former lead singer, songwriter, and rhythm guitarist of the former pop punk musical group Yellowcard.","A live version with lead vocalist Mary Ramsey was also included on their 2016 album ""Playing Favorites"".
A live version with lead vocalist Mary Ramsey was also included on their 2016 album ""Playing Favorites"".
Ramsey has also worked with other well-known artists such as Jackson Browne, Goo Goo Dolls, Billy Bragg, Warren Zevon, Alex Chilton and Ani DiFranco.",Yes.,0.009897232055664062,0.5170886516571045,0.5269858837127686
medium,"Who was the Chief Justice behind the Supreme Court decision where Robert Cooper Grier served as a juror, which denied a ""negro"" could an American citizenship?",Roger B. Taney," As a rare Northern member of the majority in the infamous 1857 Dred Scott decision, Grier concurred that African Americans were not—and were never meant to be—citizens of the United States and that the property rights of slaveholders were clearly protected in the Constitution.  It held that ""a negro, whose ancestors were imported into [the U.S.], and sold as slaves"", whether enslaved or free, could not be an American citizen and therefore had no standing to sue in federal court, and that the federal government had no power to regulate slavery in the federal territories acquired after the creation of the United States.  In a 7–2 decision written by Chief Justice Roger B. Taney, the court denied Scott's request.","Robert Cooper Grier (March 5, 1794 – September 25, 1870), was an American jurist who served on the Supreme Court of the United States
The opinion in the case was written by Supreme Court Justice Robert Cooper Grier.
Supreme Court Justice Robert Cooper Grier – the case was referred to the Supreme Court by certificate of division",Robert Cooper Grier.,0.008620262145996094,0.7688472270965576,0.7787444591522217
medium,What nationality was the paticular composer about whom Anthony Newman is recognised as a specialist on his works ?,German," A specialist in music of the Baroque period, particularly the works of Johann Sebastian Bach, Newman considers himself to have played an important role in the movement towards historically informed performance. Johann Sebastian Bach (31 March [O.S. 21 March] 1685 28 July 1750) was a German composer and musician of the Baroque period.","Anthony Newman (born May 12, 1941) is an American classical musician
Lionel Newman (January 4, 1916 – February 3, 1989) was an American conductor, pianist, and film and television composer
While mostly known as an organist, Newman is also a harpsichordist, pedal harpsichordist, pianist, fortepianist, composer, conductor, writer, and teacher",American.,0.0034351348876953125,0.5273158550262451,0.5307509899139404
medium,"The Breeze broadcasts to a city in southwest England with a population of what, as of 2017?","454,200","The Breeze is a network of Independent Local Radio stations broadcasting to South Devon, South West Surrey, West Sussex, Hampshire, Cheltenham, West Berkshire, Bristol, Somerset, Dorset and West Wiltshire. Bristol ( ) is a city and county in South West England with a population of 454,200 in 2017.","The Breeze is a network of Independent Local Radio stations broadcasting to South Devon, South West Surrey, West Sussex, Hampshire, Cheltenham, West Berkshire, Bristol, Somerset
and the most populous city in New England, as well as its surrounding areas
or white noise, adding a peaceful ambience to the big skies and expansiveness one feels in this region",No information present in the retrieved context regarding the population as of 2017.,0.006617069244384766,1.6834161281585693,1.690033197402954
